"utm10","especie"
"PE13","Cervus elaphus"
"PD69","Capreolus capreolus"
"PE31","Cervus elaphus"
"NF79","Arvicola sapidus"
"PB20","Lutra lutra"
"PD32","Dama dama"
"PC08","Felis silvestris"
"PG41","Canis lupus"
"NB35","Arvicola sapidus"
"ND79","Martes foina"
"NB45","Vulpes vulpes"
"PB13","Lepus granatensis"
"PF60","Mustela nivalis"
"ND73","Sus scrofa"
"PE03","Sus scrofa"
"PG31","Genetta genetta"
"NF84","Sus scrofa"
"PE28","Lutra lutra"
"NG81","Felis silvestris"
"NE42","Sciurus vulgaris"
"NE35","Lepus granatensis"
"PF65","Herpestes ichneumon"
"MC96","Mustela nivalis"
"NC88","Dama dama"
"PF10","Martes foina"
"NE12","Sciurus vulgaris"
"NF53","Oryctolagus cuniculus"
"PG02","Lepus granatensis"
"PD04","Felis silvestris"
"PC20","Meles meles"
"ND45","Mustela putorius"
"NG32","Meles meles"
"PD31","Dama dama"
"PE39","Oryctolagus cuniculus"
"NF27","Cervus elaphus"
"NC37","Cervus elaphus"
"PG85","Herpestes ichneumon"
"PF16","Microtus lusitanicus"
"MC87","Crocidura russula"
"PE59","Herpestes ichneumon"
"PF75","Martes martes"
"PF64","Lepus granatensis"
"PE17","Felis silvestris"
"MD73","Lepus granatensis"
"NE71","Oryctolagus cuniculus"
"NE94","Genetta genetta"
"NE38","Lutra lutra"
"NB90","Sus scrofa"
"PF34","Galemys pyrenaicus"
"NG64","Microtus lusitanicus"
"NF56","Canis lupus"
"NF48","Lepus granatensis"
"MC89","Lepus granatensis"
"PF82","Genetta genetta"
"NF45","Martes foina"
"NF79","Sciurus vulgaris"
"PB28","Eliomys quercinus"
"NG50","Lutra lutra"
"NG71","Lepus granatensis"
"PF08","Herpestes ichneumon"
"ND94","Talpa occidentalis"
"NB76","Mus musculus"
"PE20","Microtus cabrerae"
"PG62","Cervus elaphus"
"PF08","Lepus granatensis"
"PE74","Herpestes ichneumon"
"PE32","Lepus granatensis"
"PE12","Lutra lutra"
"NB21","Martes foina"
"PF22","Capreolus capreolus"
"NB44","Vulpes vulpes"
"NB28","Mustela putorius"
"NE57","Lutra lutra"
"PF98","Arvicola sapidus"
"PE89","Capreolus capreolus"
"PD55","Martes foina"
"NB88","Microtus duodecimcostatus"
"NC90","Cervus elaphus"
"NE36","Sus scrofa"
"NE53","Microtus lusitanicus"
"PE37","Oryctolagus cuniculus"
"NE29","Oryctolagus cuniculus"
"NF60","Galemys pyrenaicus"
"PE18","Herpestes ichneumon"
"PE73","Lutra lutra"
"PB16","Eliomys quercinus"
"NB10","Lutra lutra"
"MD62","Eliomys quercinus"
"PE68","Canis lupus"
"ND02","Lutra lutra"
"NF85","Lepus granatensis"
"ND67","Sus scrofa"
"MD60","Lepus granatensis"
"NF88","Martes martes"
"NG61","Lutra lutra"
"ND81","Apodemus sylvaticus"
"NG32","Talpa occidentalis"
"PE29","Canis lupus"
"PE10","Lutra lutra"
"ND15","Sus scrofa"
"PD36","Cervus elaphus"
"QF09","Lepus granatensis"
"NE37","Sus scrofa"
"PE75","Canis lupus"
"NF47","Lepus granatensis"
"NG51","Capreolus capreolus"
"NG25","Herpestes ichneumon"
"PG70","Sciurus vulgaris"
"ND63","Oryctolagus cuniculus"
"NG43","Sciurus vulgaris"
"PG90","Herpestes ichneumon"
"PB03","Vulpes vulpes"
"NE60","Martes foina"
"NB42","Oryctolagus cuniculus"
"NE80","Herpestes ichneumon"
"NG32","Capreolus capreolus"
"PA09","Eliomys quercinus"
"NF39","Martes martes"
"PF11","Lutra lutra"
"NE73","Meles meles"
"PD23","Oryctolagus cuniculus"
"NF77","Crocidura russula"
"NG54","Lepus granatensis"
"NG70","Meles meles"
"NE00","Herpestes ichneumon"
"NG66","Capra pyrenaica"
"NF85","Lutra lutra"
"MD95","Lepus granatensis"
"PF54","Martes foina"
"PF36","Capreolus capreolus"
"PD06","Cervus elaphus"
"NB61","Microtus duodecimcostatus"
"NF42","Vulpes vulpes"
"PC40","Meles meles"
"ND42","Lutra lutra"
"PF95","Canis lupus"
"ND01","Dama dama"
"NC48","Talpa occidentalis"
"NE71","Lynx pardinus"
"PF96","Lutra lutra"
"ND49","Talpa occidentalis"
"PB12","Herpestes ichneumon"
"NC29","Cervus elaphus"
"NF61","Capreolus capreolus"
"PF19","Martes martes"
"PD10","Cervus elaphus"
"NF52","Martes foina"
"ND42","Sciurus vulgaris"
"ND44","Herpestes ichneumon"
"QF28","Oryctolagus cuniculus"
"NC48","Cervus elaphus"
"NB64","Lepus granatensis"
"PG42","Sus scrofa"
"NF69","Capreolus capreolus"
"MD74","Herpestes ichneumon"
"PD28","Cervus elaphus"
"NE84","Genetta genetta"
"PE43","Capreolus capreolus"
"PB39","Lutra lutra"
"PE02","Martes foina"
"PG10","Canis lupus"
"PB05","Lepus granatensis"
"NF85","Sus scrofa"
"NB23","Felis silvestris"
"QF28","Herpestes ichneumon"
"MD82","Sus scrofa"
"PC60","Sus scrofa"
"PE50","Dama dama"
"NB18","Microtus duodecimcostatus"
"PE28","Sus scrofa"
"PD21","Mustela putorius"
"MD91","Mustela putorius"
"NC79","Lutra lutra"
"NB43","Mustela putorius"
"PA09","Mustela nivalis"
"NC82","Cervus elaphus"
"NB32","Lynx pardinus"
"NG22","Felis silvestris"
"NE61","Genetta genetta"
"NG90","Sciurus vulgaris"
"MC85","Rattus rattus"
"PA19","Herpestes ichneumon"
"NB88","Sus scrofa"
"NE49","Lepus granatensis"
"NF41","Martes foina"
"NC90","Oryctolagus cuniculus"
"PC19","Felis silvestris"
"PB11","Lynx pardinus"
"PD59","Genetta genetta"
"PG82","Oryctolagus cuniculus"
"PG10","Lepus granatensis"
"ND87","Cervus elaphus"
"PB16","Mustela nivalis"
"PC71","Dama dama"
"PB18","Eliomys quercinus"
"NE47","Sciurus vulgaris"
"ND81","Crocidura russula"
"PF08","Sorex granarius"
"PD71","Vulpes vulpes"
"PB59","Lutra lutra"
"NB13","Oryctolagus cuniculus"
"NF98","Suncus etruscus"
"NE36","Genetta genetta"
"PF13","Oryctolagus cuniculus"
"NE33","Lepus granatensis"
"NB98","Herpestes ichneumon"
"PD27","Dama dama"
"ND52","Martes foina"
"NB42","Felis silvestris"
"PG22","Cervus elaphus"
"NC55","Lynx pardinus"
"NB70","Martes foina"
"ND31","Sciurus vulgaris"
"ND92","Cervus elaphus"
"NE27","Oryctolagus cuniculus"
"PB02","Lepus granatensis"
"NB51","Lepus granatensis"
"ND53","Herpestes ichneumon"
"PF77","Herpestes ichneumon"
"PB37","Microtus duodecimcostatus"
"NB46","Oryctolagus cuniculus"
"NC69","Sus scrofa"
"PE85","Capreolus capreolus"
"PF58","Capreolus capreolus"
"NE43","Lutra lutra"
"PF39","Galemys pyrenaicus"
"PF74","Sorex granarius"
"PF10","Sus scrofa"
"ND40","Cervus elaphus"
"PG13","Lutra lutra"
"ND85","Vulpes vulpes"
"PC08","Microtus duodecimcostatus"
"NG14","Sus scrofa"
"NC50","Mustela putorius"
"ND99","Genetta genetta"
"PF22","Lepus granatensis"
"NG73","Sciurus vulgaris"
"ND01","Genetta genetta"
"NC28","Lutra lutra"
"NB15","Sus scrofa"
"NG13","Martes martes"
"NF21","Crocidura russula"
"PD01","Capreolus capreolus"
"ND22","Lepus granatensis"
"NG50","Martes foina"
"PB36","Lepus granatensis"
"ND81","Vulpes vulpes"
"NF74","Herpestes ichneumon"
"PB42","Lepus granatensis"
"PC59","Mustela putorius"
"NC75","Sus scrofa"
"PG71","Galemys pyrenaicus"
"NC51","Arvicola sapidus"
"PC51","Felis silvestris"
"QG20","Crocidura russula"
"NG90","Canis lupus"
"NE91","Sus scrofa"
"PG60","Lepus granatensis"
"NF23","Sus scrofa"
"ND88","Sciurus vulgaris"
"ND84","Vulpes vulpes"
"NE18","Sciurus vulgaris"
"PF52","Felis silvestris"
"NC61","Dama dama"
"PD55","Lutra lutra"
"NB99","Oryctolagus cuniculus"
"NF70","Galemys pyrenaicus"
"NF26","Mustela putorius"
"NC37","Capreolus capreolus"
"NB55","Talpa occidentalis"
"PD71","Lepus granatensis"
"NG51","Oryctolagus cuniculus"
"PG04","Sciurus vulgaris"
"PD79","Genetta genetta"
"PF35","Oryctolagus cuniculus"
"PC25","Microtus duodecimcostatus"
"PF65","Felis silvestris"
"NE31","Lutra lutra"
"NC56","Sus scrofa"
"NB97","Genetta genetta"
"NB71","Lutra lutra"
"PF01","Capreolus capreolus"
"PC02","Sus scrofa"
"NC93","Meles meles"
"PD59","Oryctolagus cuniculus"
"PF32","Mustela nivalis"
"NF50","Genetta genetta"
"NB55","Vulpes vulpes"
"PG20","Vulpes vulpes"
"NF21","Sus scrofa"
"PE87","Lutra lutra"
"PD00","Lutra lutra"
"PB38","Cervus elaphus"
"NF97","Herpestes ichneumon"
"PD69","Martes foina"
"PG53","Arvicola sapidus"
"PF81","Sciurus vulgaris"
"PG43","Neomys anomalus"
"PF10","Herpestes ichneumon"
"PD33","Dama dama"
"PF63","Canis lupus"
"NG02","Vulpes vulpes"
"NB20","Sus scrofa"
"NB34","Oryctolagus cuniculus"
"NF68","Mus musculus"
"NG43","Oryctolagus cuniculus"
"MD98","Mustela putorius"
"PD35","Crocidura russula"
"PC38","Sus scrofa"
"PF69","Lutra lutra"
"NF17","Vulpes vulpes"
"NC48","Dama dama"
"PF01","Oryctolagus cuniculus"
"NG94","Cervus elaphus"
"PE71","Mustela putorius"
"NF63","Martes foina"
"PE15","Capreolus capreolus"
"NF20","Sus scrofa"
"NB60","Lepus granatensis"
"NC33","Felis silvestris"
"ND11","Vulpes vulpes"
"NC83","Mustela nivalis"
"PF30","Martes martes"
"PD20","Cervus elaphus"
"PF10","Lutra lutra"
"NC49","Vulpes vulpes"
"PF89","Cervus elaphus"
"NB43","Lepus granatensis"
"PE09","Capreolus capreolus"
"PG94","Crocidura russula"
"PB35","Sus scrofa"
"PD53","Sus scrofa"
"PF38","Capreolus capreolus"
"PF11","Sus scrofa"
"NG63","Meles meles"
"PG50","Vulpes vulpes"
"NB57","Eliomys quercinus"
"PE14","Cervus elaphus"
"MC59","Oryctolagus cuniculus"
"ND46","Eliomys quercinus"
"PE60","Capreolus capreolus"
"PC63","Lutra lutra"
"NG92","Lepus granatensis"
"NE87","Lutra lutra"
"NF57","Lutra lutra"
"PC34","Suncus etruscus"
"NG60","Lutra lutra"
"NB78","Eliomys quercinus"
"NC97","Crocidura russula"
"PE30","Lepus granatensis"
"PG12","Galemys pyrenaicus"
"PE85","Herpestes ichneumon"
"NE72","Cervus elaphus"
"PB10","Eliomys quercinus"
"PG82","Capreolus capreolus"
"NC69","Talpa occidentalis"
"QF17","Felis silvestris"
"NG22","Microtus lusitanicus"
"NE99","Sus scrofa"
"NE53","Capreolus capreolus"
"NE65","Genetta genetta"
"NF51","Vulpes vulpes"
"NG24","Canis lupus"
"PF37","Arvicola sapidus"
"NE52","Lepus granatensis"
"PC35","Crocidura russula"
"NC41","Sus scrofa"
"ND47","Crocidura russula"
"PF23","Lepus granatensis"
"NC39","Herpestes ichneumon"
"NF45","Sus scrofa"
"PD31","Sus scrofa"
"NG40","Capreolus capreolus"
"PF27","Meles meles"
"NE89","Herpestes ichneumon"
"NF98","Lepus granatensis"
"PB49","Dama dama"
"ND22","Lutra lutra"
"NE96","Cervus elaphus"
"PC69","Sus scrofa"
"ND21","Oryctolagus cuniculus"
"NE22","Lutra lutra"
"NE58","Vulpes vulpes"
"NG81","Mustela putorius"
"NB54","Lynx pardinus"
"QG00","Lepus granatensis"
"NB09","Vulpes vulpes"
"PE60","Lepus granatensis"
"NC32","Sus scrofa"
"NF81","Capreolus capreolus"
"ND22","Oryctolagus cuniculus"
"NE25","Herpestes ichneumon"
"NF95","Herpestes ichneumon"
"NB31","Sus scrofa"
"PC46","Lutra lutra"
"NG94","Herpestes ichneumon"
"NE56","Sciurus vulgaris"
"PF12","Meles meles"
"PF26","Capreolus capreolus"
"NG90","Eliomys quercinus"
"NC22","Felis silvestris"
"PE02","Oryctolagus cuniculus"
"PA19","Sus scrofa"
"PE27","Canis lupus"
"PG82","Neomys anomalus"
"PC49","Arvicola sapidus"
"NC22","Lutra lutra"
"PF08","Mustela erminea"
"PE32","Lutra lutra"
"NB61","Oryctolagus cuniculus"
"NB37","Herpestes ichneumon"
"PB04","Cervus elaphus"
"PE02","Cervus elaphus"
"PF68","Genetta genetta"
"PE58","Lutra lutra"
"PB21","Oryctolagus cuniculus"
"PG02","Lutra lutra"
"ND46","Microtus lusitanicus"
"ND28","Sorex granarius"
"NG70","Crocidura russula"
"PF27","Martes foina"
"PC71","Suncus etruscus"
"PC53","Felis silvestris"
"ND88","Oryctolagus cuniculus"
"NG33","Oryctolagus cuniculus"
"PC20","Lepus granatensis"
"NG53","Martes foina"
"PG94","Genetta genetta"
"QF09","Oryctolagus cuniculus"
"NC26","Lepus granatensis"
"PD37","Sus scrofa"
"PC59","Herpestes ichneumon"
"QG01","Herpestes ichneumon"
"PF88","Felis silvestris"
"NE91","Herpestes ichneumon"
"NF46","Martes martes"
"NB39","Vulpes vulpes"
"NB43","Lynx pardinus"
"PF03","Herpestes ichneumon"
"ND77","Oryctolagus cuniculus"
"PC20","Cervus elaphus"
"PG40","Martes foina"
"ND04","Dama dama"
"NG25","Vulpes vulpes"
"MD65","Crocidura russula"
"PB03","Lepus granatensis"
"PC60","Martes foina"
"PE28","Sciurus vulgaris"
"PC33","Cervus elaphus"
"NB97","Meles meles"
"PE48","Sus scrofa"
"NE43","Sus scrofa"
"PE85","Sus scrofa"
"NC14","Lynx pardinus"
"PC01","Herpestes ichneumon"
"PG01","Arvicola sapidus"
"PF47","Capreolus capreolus"
"NB55","Herpestes ichneumon"
"NE28","Lynx pardinus"
"PF04","Genetta genetta"
"ND93","Herpestes ichneumon"
"NC66","Suncus etruscus"
"MD63","Sus scrofa"
"NE95","Cervus elaphus"
"NG21","Talpa occidentalis"
"PD15","Sus scrofa"
"PD71","Oryctolagus cuniculus"
"NG56","Capreolus capreolus"
"NF84","Lutra lutra"
"PC05","Oryctolagus cuniculus"
"PE05","Galemys pyrenaicus"
"PF02","Mustela nivalis"
"PF07","Canis lupus"
"PE28","Herpestes ichneumon"
"NG50","Felis silvestris"
"MC77","Herpestes ichneumon"
"NF38","Martes martes"
"PC82","Capreolus capreolus"
"PE82","Oryctolagus cuniculus"
"PE66","Lynx pardinus"
"PE26","Lepus granatensis"
"ND41","Lutra lutra"
"PF27","Genetta genetta"
"ND31","Martes foina"
"PE24","Capreolus capreolus"
"PE85","Cervus elaphus"
"NF33","Lutra lutra"
"ND95","Herpestes ichneumon"
"PG94","Lynx pardinus"
"NE72","Martes foina"
"ND69","Vulpes vulpes"
"NE62","Lutra lutra"
"ND42","Lepus granatensis"
"ND09","Meles meles"
"PG52","Galemys pyrenaicus"
"NE65","Cervus elaphus"
"PE32","Felis silvestris"
"PE10","Sus scrofa"
"PE71","Lutra lutra"
"NG75","Oryctolagus cuniculus"
"ND71","Lynx pardinus"
"ND33","Mus spretus"
"PC82","Cervus elaphus"
"NC16","Talpa occidentalis"
"NG42","Lepus granatensis"
"PE67","Oryctolagus cuniculus"
"PC15","Microtus duodecimcostatus"
"PG01","Capreolus capreolus"
"NG14","Sciurus vulgaris"
"PE40","Dama dama"
"ND87","Meles meles"
"PG84","Lutra lutra"
"NG13","Sciurus vulgaris"
"NF72","Lutra lutra"
"NE50","Capreolus capreolus"
"NE19","Vulpes vulpes"
"NE94","Herpestes ichneumon"
"PE49","Galemys pyrenaicus"
"PE63","Meles meles"
"NB11","Lepus granatensis"
"PF19","Mus spretus"
"MC78","Vulpes vulpes"
"NF97","Felis silvestris"
"NB46","Lynx pardinus"
"PF35","Sus scrofa"
"NG20","Vulpes vulpes"
"NE18","Vulpes vulpes"
"PD52","Genetta genetta"
"NE53","Dama dama"
"NB15","Talpa occidentalis"
"PF83","Mustela nivalis"
"NB99","Martes foina"
"NG23","Herpestes ichneumon"
"NB27","Genetta genetta"
"NE74","Lutra lutra"
"NC20","Oryctolagus cuniculus"
"PF65","Oryctolagus cuniculus"
"PB38","Vulpes vulpes"
"ND41","Talpa occidentalis"
"PG93","Sciurus vulgaris"
"PF83","Lepus granatensis"
"MC58","Oryctolagus cuniculus"
"MD93","Mustela putorius"
"PD17","Sus scrofa"
"NC62","Vulpes vulpes"
"MD98","Meles meles"
"ND02","Dama dama"
"ND12","Vulpes vulpes"
"PF58","Herpestes ichneumon"
"PC37","Cervus elaphus"
"NF34","Rattus norvegicus"
"NF47","Apodemus sylvaticus"
"PE18","Mustela nivalis"
"NG13","Canis lupus"
"NG71","Herpestes ichneumon"
"NF38","Capreolus capreolus"
"PE63","Cervus elaphus"
"NG12","Crocidura russula"
"PG73","Herpestes ichneumon"
"ND43","Vulpes vulpes"
"PD30","Capreolus capreolus"
"NG74","Canis lupus"
"NG72","Cervus elaphus"
"NB75","Sus scrofa"
"NF43","Lutra lutra"
"NB45","Lepus granatensis"
"PD36","Oryctolagus cuniculus"
"NE66","Sciurus vulgaris"
"NE88","Sus scrofa"
"ND44","Oryctolagus cuniculus"
"NC18","Oryctolagus cuniculus"
"NB14","Microtus cabrerae"
"NC73","Oryctolagus cuniculus"
"PE66","Lutra lutra"
"PF78","Mustela nivalis"
"NF79","Oryctolagus cuniculus"
"NC73","Lepus granatensis"
"NG24","Sciurus vulgaris"
"NF45","Genetta genetta"
"PD15","Microtus duodecimcostatus"
"NE52","Oryctolagus cuniculus"
"MD70","Lepus granatensis"
"NC54","Cervus elaphus"
"ND02","Sus scrofa"
"ND65","Lepus granatensis"
"PF17","Crocidura russula"
"NG75","Felis silvestris"
"NF98","Crocidura russula"
"NE20","Herpestes ichneumon"
"NF63","Martes martes"
"ND63","Sciurus vulgaris"
"PB26","Meles meles"
"NB20","Rattus rattus"
"PB36","Sus scrofa"
"ND99","Oryctolagus cuniculus"
"NB01","Sus scrofa"
"NE84","Oryctolagus cuniculus"
"PF40","Mustela putorius"
"PD69","Talpa occidentalis"
"PE07","Herpestes ichneumon"
"NC65","Meles meles"
"ND08","Vulpes vulpes"
"PB59","Oryctolagus cuniculus"
"NE98","Sus scrofa"
"ND87","Lepus granatensis"
"PG84","Talpa occidentalis"
"NF40","Lutra lutra"
"PB36","Lutra lutra"
"PE56","Arvicola sapidus"
"ND32","Lepus granatensis"
"NE17","Lynx pardinus"
"ND35","Sus scrofa"
"NF76","Capreolus capreolus"
"PG21","Martes foina"
"NC05","Mustela nivalis"
"NF98","Eliomys quercinus"
"PF85","Martes martes"
"PD24","Vulpes vulpes"
"PB02","Lutra lutra"
"NB18","Suncus etruscus"
"PG31","Canis lupus"
"NG22","Sciurus vulgaris"
"NC76","Cervus elaphus"
"PG70","Cervus elaphus"
"NE82","Cervus elaphus"
"ND83","Dama dama"
"NB32","Lepus granatensis"
"NC27","Martes foina"
"ND11","Talpa occidentalis"
"NE52","Sciurus vulgaris"
"NF48","Capreolus capreolus"
"ND30","Vulpes vulpes"
"NB44","Lutra lutra"
"NB66","Mustela putorius"
"PA09","Suncus etruscus"
"PF84","Lepus granatensis"
"NC80","Sus scrofa"
"NF99","Crocidura russula"
"MD70","Mus spretus"
"PF17","Herpestes ichneumon"
"NE78","Galemys pyrenaicus"
"PC72","Mustela putorius"
"PF80","Capreolus capreolus"
"PD70","Vulpes vulpes"
"NC40","Sus scrofa"
"PE86","Cervus elaphus"
"MD95","Sus scrofa"
"NF98","Arvicola sapidus"
"PE04","Vulpes vulpes"
"ND09","Lutra lutra"
"NF25","Talpa occidentalis"
"NG55","Meles meles"
"NC93","Cervus elaphus"
"PE53","Capreolus capreolus"
"NB88","Suncus etruscus"
"NA19","Genetta genetta"
"PG90","Martes foina"
"PG42","Galemys pyrenaicus"
"NF34","Genetta genetta"
"PG83","Arvicola sapidus"
"NB76","Mustela nivalis"
"NF79","Sus scrofa"
"PF29","Mustela nivalis"
"PC03","Dama dama"
"MC68","Procyon lotor"
"NB16","Vulpes vulpes"
"PD20","Dama dama"
"NC31","Mustela putorius"
"PE56","Felis silvestris"
"ND73","Capreolus capreolus"
"NE64","Oryctolagus cuniculus"
"NB17","Vulpes vulpes"
"PC23","Microtus duodecimcostatus"
"NE53","Lepus granatensis"
"PD11","Genetta genetta"
"PC55","Sus scrofa"
"PC18","Crocidura russula"
"PD15","Martes foina"
"ND64","Lepus granatensis"
"NF72","Lepus granatensis"
"PE63","Lynx pardinus"
"PE32","Cervus elaphus"
"NB53","Lutra lutra"
"PB35","Cervus elaphus"
"PE22","Herpestes ichneumon"
"PD07","Sus scrofa"
"PE26","Galemys pyrenaicus"
"PE52","Felis silvestris"
"NE17","Oryctolagus cuniculus"
"NB78","Cervus elaphus"
"ND18","Eliomys quercinus"
"PB25","Herpestes ichneumon"
"NB48","Oryctolagus cuniculus"
"PC21","Cervus elaphus"
"NE79","Lutra lutra"
"NC21","Genetta genetta"
"PF41","Herpestes ichneumon"
"PE00","Lepus granatensis"
"NB55","Lepus granatensis"
"NG83","Oryctolagus cuniculus"
"PB13","Sus scrofa"
"PE59","Lutra lutra"
"PF45","Sus scrofa"
"MD76","Herpestes ichneumon"
"ND89","Sus scrofa"
"NG75","Capreolus capreolus"
"PD18","Cervus elaphus"
"PG21","Sciurus vulgaris"
"PE31","Martes martes"
"ND95","Lepus granatensis"
"NE91","Oryctolagus cuniculus"
"PD55","Herpestes ichneumon"
"ME90","Oryctolagus cuniculus"
"PG90","Martes martes"
"NE66","Herpestes ichneumon"
"PG11","Oryctolagus cuniculus"
"NB35","Herpestes ichneumon"
"NE89","Eliomys quercinus"
"PG72","Galemys pyrenaicus"
"NE61","Capreolus capreolus"
"NG62","Arvicola sapidus"
"PG70","Capreolus capreolus"
"NF42","Sus scrofa"
"PF69","Cervus elaphus"
"PC58","Suncus etruscus"
"NC80","Oryctolagus cuniculus"
"ND77","Lepus granatensis"
"NE93","Herpestes ichneumon"
"PG10","Martes martes"
"MC98","Mustela putorius"
"PC58","Martes foina"
"PD34","Mustela putorius"
"NG50","Lepus granatensis"
"NG22","Capreolus capreolus"
"PB22","Cervus elaphus"
"PC31","Lutra lutra"
"NF70","Arvicola sapidus"
"PF15","Genetta genetta"
"NF40","Sus scrofa"
"NG61","Mustela erminea"
"NG90","Galemys pyrenaicus"
"ND92","Dama dama"
"NF92","Galemys pyrenaicus"
"PC71","Oryctolagus cuniculus"
"PC01","Sus scrofa"
"PE08","Lepus granatensis"
"NE46","Lutra lutra"
"NF87","Capreolus capreolus"
"NF59","Sus scrofa"
"NG40","Lutra lutra"
"ND58","Lepus granatensis"
"NB49","Oryctolagus cuniculus"
"NF25","Sus scrofa"
"PB59","Cervus elaphus"
"ND65","Vulpes vulpes"
"PE09","Sus scrofa"
"PB33","Felis silvestris"
"PD70","Lutra lutra"
"NE71","Capreolus capreolus"
"NG25","Sciurus vulgaris"
"PC48","Meles meles"
"PD51","Genetta genetta"
"NF18","Rattus norvegicus"
"ND51","Microtus cabrerae"
"PE05","Lutra lutra"
"PF20","Capreolus capreolus"
"ND41","Microtus duodecimcostatus"
"PC38","Cervus elaphus"
"PF30","Capreolus capreolus"
"PF15","Mus musculus"
"NF42","Talpa occidentalis"
"PE48","Talpa occidentalis"
"PE89","Lepus granatensis"
"PF97","Talpa occidentalis"
"PF49","Mus spretus"
"ND09","Sus scrofa"
"ND12","Microtus lusitanicus"
"ND77","Sus scrofa"
"NB94","Vulpes vulpes"
"QG03","Crocidura russula"
"PE08","Oryctolagus cuniculus"
"MC77","Crocidura russula"
"PF34","Canis lupus"
"NC72","Cervus elaphus"
"NC45","Felis silvestris"
"NC61","Oryctolagus cuniculus"
"NC72","Vulpes vulpes"
"PE54","Dama dama"
"NG24","Lepus granatensis"
"PB11","Meles meles"
"PC04","Sus scrofa"
"PD46","Oryctolagus cuniculus"
"PF04","Herpestes ichneumon"
"PF78","Cervus elaphus"
"PE42","Felis silvestris"
"NG50","Capreolus capreolus"
"PG80","Cervus elaphus"
"NB33","Lutra lutra"
"PD54","Arvicola sapidus"
"PF69","Galemys pyrenaicus"
"PG30","Sciurus vulgaris"
"PG23","Sciurus vulgaris"
"NF70","Lutra lutra"
"PE82","Cervus elaphus"
"PF28","Herpestes ichneumon"
"NE52","Lutra lutra"
"NG23","Martes martes"
"ND54","Lepus granatensis"
"PF05","Sus scrofa"
"ND49","Lepus granatensis"
"NB10","Oryctolagus cuniculus"
"PG11","Lepus granatensis"
"PD59","Talpa occidentalis"
"NB15","Lepus granatensis"
"PC39","Microtus duodecimcostatus"
"NB29","Sus scrofa"
"PE48","Oryctolagus cuniculus"
"PE61","Lutra lutra"
"NE15","Herpestes ichneumon"
"NE53","Meles meles"
"PB41","Oryctolagus cuniculus"
"NF59","Oryctolagus cuniculus"
"PE63","Capreolus capreolus"
"PF09","Sus scrofa"
"PE42","Genetta genetta"
"PF21","Galemys pyrenaicus"
"PG62","Herpestes ichneumon"
"PC47","Cervus elaphus"
"NB09","Sus scrofa"
"PC41","Cervus elaphus"
"NE64","Lutra lutra"
"NE92","Capreolus capreolus"
"PF45","Oryctolagus cuniculus"
"NB31","Genetta genetta"
"PF85","Lutra lutra"
"MD99","Sus scrofa"
"PF57","Canis lupus"
"NE93","Cervus elaphus"
"PG60","Arvicola sapidus"
"PB15","Felis silvestris"
"PE55","Oryctolagus cuniculus"
"NG64","Herpestes ichneumon"
"PD69","Felis silvestris"
"ND38","Lepus granatensis"
"PE07","Lepus granatensis"
"ND05","Dama dama"
"NF31","Mus musculus"
"ND84","Lepus granatensis"
"ND03","Mustela putorius"
"PB28","Martes foina"
"NB90","Meles meles"
"PC60","Genetta genetta"
"NF37","Cervus elaphus"
"NB36","Lynx pardinus"
"NC96","Felis silvestris"
"PG11","Meles meles"
"PE06","Felis silvestris"
"NF78","Sus scrofa"
"NG24","Galemys pyrenaicus"
"PF74","Oryctolagus cuniculus"
"PF81","Canis lupus"
"PF17","Galemys pyrenaicus"
"PE83","Sus scrofa"
"PE39","Lepus granatensis"
"NG30","Capreolus capreolus"
"PF76","Martes martes"
"NE86","Galemys pyrenaicus"
"NG60","Sciurus vulgaris"
"ND87","Microtus lusitanicus"
"NB24","Meles meles"
"NC58","Cervus elaphus"
"NB72","Lepus granatensis"
"PE48","Genetta genetta"
"PB10","Martes foina"
"ND25","Oryctolagus cuniculus"
"NF81","Sciurus vulgaris"
"PC45","Microtus duodecimcostatus"
"QG31","Sus scrofa"
"NC95","Oryctolagus cuniculus"
"ND13","Crocidura russula"
"ND15","Lepus granatensis"
"NC78","Capreolus capreolus"
"PC34","Cervus elaphus"
"ND57","Talpa occidentalis"
"PF25","Vulpes vulpes"
"NG94","Lutra lutra"
"NC05","Herpestes ichneumon"
"MD80","Martes foina"
"NB16","Talpa occidentalis"
"PG73","Galemys pyrenaicus"
"ND62","Lutra lutra"
"ND40","Lutra lutra"
"NF96","Sorex granarius"
"PD53","Meles meles"
"PF81","Lutra lutra"
"PF04","Lutra lutra"
"MD76","Oryctolagus cuniculus"
"PF26","Lepus granatensis"
"NE28","Lutra lutra"
"ND02","Crocidura russula"
"NG12","Sciurus vulgaris"
"PD21","Meles meles"
"ND51","Oryctolagus cuniculus"
"PE62","Lutra lutra"
"PC69","Vulpes vulpes"
"PF76","Lepus granatensis"
"NG80","Sorex minutus"
"ND92","Herpestes ichneumon"
"NC80","Genetta genetta"
"NE88","Galemys pyrenaicus"
"NG63","Lynx pardinus"
"PE40","Microtus cabrerae"
"PF14","Herpestes ichneumon"
"NE33","Mustela putorius"
"PE17","Microtus lusitanicus"
"MC59","Mustela nivalis"
"MD62","Sus scrofa"
"PE11","Sus scrofa"
"NB23","Herpestes ichneumon"
"PG90","Arvicola sapidus"
"PD30","Dama dama"
