"utm10","especie"
"PG64","Apodemus sylvaticus"
"PB02","Arvicola sapidus"
"PG61","Microtus lusitanicus"
"NB87","Erinaceus europaeus"
"ND45","Crocidura suaveolens"
"NE36","Lepus granatensis"
"NF90","Sciurus vulgaris"
"NE75","Oryctolagus cuniculus"
"PB31","Mus spretus"
"PC18","Meles meles"
"PE66","Apodemus sylvaticus"
"ND49","Lutra lutra"
"NB80","Erinaceus europaeus"
"PE09","Meles meles"
"NE86","Sciurus vulgaris"
"PE58","Oryctolagus cuniculus"
"MD92","Vulpes vulpes"
"ND46","Lepus granatensis"
"PC49","Dama dama"
"NB79","Lepus granatensis"
"NE78","Herpestes ichneumon"
"ND05","Lepus granatensis"
"PG03","Mustela nivalis"
"PC72","Erinaceus europaeus"
"PD07","Herpestes ichneumon"
"PE68","Vulpes vulpes"
"NF19","Procyon lotor"
"NF20","Microtus agrestis"
"NE96","Sciurus vulgaris"
"NF89","Sorex granarius"
"PG20","Arvicola sapidus"
"MD61","Talpa occidentalis"
"NB38","Martes foina"
"NB24","Arvicola sapidus"
"PF47","Apodemus sylvaticus"
"PE78","Oryctolagus cuniculus"
"ND78","Sciurus vulgaris"
"NB36","Genetta genetta"
"PE17","Sciurus vulgaris"
"NF41","Sciurus vulgaris"
"NC86","Meles meles"
"NB00","Arvicola sapidus"
"NF84","Erinaceus europaeus"
"PG62","Vulpes vulpes"
"QF28","Microtus cabrerae"
"MD70","Mustela putorius"
"PB07","Erinaceus europaeus"
"NE58","Martes foina"
"PD03","Lepus granatensis"
"PD40","Herpestes ichneumon"
"PB24","Arvicola sapidus"
"PE09","Genetta genetta"
"NC18","Lepus granatensis"
"NC25","Oryctolagus cuniculus"
"NG64","Martes foina"
"PD63","Lepus granatensis"
"PF63","Genetta genetta"
"NE83","Oryctolagus cuniculus"
"MD93","Genetta genetta"
"ND09","Vulpes vulpes"
"PC10","Lepus granatensis"
"NG32","Microtus agrestis"
"PE66","Crocidura suaveolens"
"PB02","Erinaceus europaeus"
"NG22","Crocidura russula"
"NC66","Lutra lutra"
"NB96","Meles meles"
"PC31","Oryctolagus cuniculus"
"PF12","Galemys pyrenaicus"
"PD60","Herpestes ichneumon"
"ND45","Sciurus vulgaris"
"ND10","Mustela nivalis"
"NE80","Sus scrofa"
"PB04","Lepus granatensis"
"NC61","Vulpes vulpes"
"PD41","Lutra lutra"
"PB06","Arvicola sapidus"
"PE37","Meles meles"
"PF61","Oryctolagus cuniculus"
"PE72","Vulpes vulpes"
"NE74","Cervus elaphus"
"NC20","Martes foina"
"PB48","Martes foina"
"PF66","Microtus lusitanicus"
"NE92","Oryctolagus cuniculus"
"NG63","Capreolus capreolus"
"NB41","Eliomys quercinus"
"NE96","Microtus agrestis"
"QG11","Lutra lutra"
"NC44","Oryctolagus cuniculus"
"NB00","Oryctolagus cuniculus"
"NF62","Talpa occidentalis"
"PE87","Martes foina"
"ND16","Herpestes ichneumon"
"MD71","Genetta genetta"
"QG10","Sciurus vulgaris"
"NF20","Lutra lutra"
"NG53","Canis lupus"
"PC45","Herpestes ichneumon"
"PC05","Genetta genetta"
"NC64","Oryctolagus cuniculus"
"PF49","Oryctolagus cuniculus"
"PF32","Herpestes ichneumon"
"PB17","Lutra lutra"
"NB99","Rattus rattus"
"NB00","Apodemus sylvaticus"
"NB26","Genetta genetta"
"PC21","Mustela putorius"
"NF32","Sciurus vulgaris"
"ND31","Arvicola sapidus"
"PG51","Talpa occidentalis"
"PC13","Microtus duodecimcostatus"
"MC86","Talpa occidentalis"
"NE46","Lepus granatensis"
"ND50","Erinaceus europaeus"
"PG94","Vulpes vulpes"
"PC27","Lutra lutra"
"ND11","Mustela putorius"
"NE47","Mus musculus"
"NC42","Mus spretus"
"PC14","Erinaceus europaeus"
"ND70","Talpa occidentalis"
"NC22","Erinaceus europaeus"
"PG72","Meles meles"
"PF33","Microtus cabrerae"
"NB68","Talpa occidentalis"
"PF19","Mustela nivalis"
"PC33","Arvicola sapidus"
"PE67","Meles meles"
"NC83","Meles meles"
"NG63","Vulpes vulpes"
"PC15","Mustela nivalis"
"MD71","Sciurus vulgaris"
"NC87","Microtus duodecimcostatus"
"NF37","Microtus lusitanicus"
"NB73","Herpestes ichneumon"
"PC42","Erinaceus europaeus"
"PG61","Capreolus capreolus"
"PE56","Microtus agrestis"
"QF19","Capreolus capreolus"
"PF58","Microtus lusitanicus"
"NB72","Talpa occidentalis"
"PF61","Genetta genetta"
"NE64","Herpestes ichneumon"
"MD92","Mustela nivalis"
"ND48","Meles meles"
"PD44","Rattus rattus"
"NF35","Sciurus vulgaris"
"NC31","Arvicola sapidus"
"NF27","Sciurus vulgaris"
"NE53","Talpa occidentalis"
"PF24","Martes foina"
"ND33","Oryctolagus cuniculus"
"PF13","Herpestes ichneumon"
"NF67","Microtus lusitanicus"
"NB33","Mus musculus"
"PB07","Mustela putorius"
"PC23","Mustela putorius"
"PE72","Lepus granatensis"
"NF56","Mus spretus"
"NF59","Sciurus vulgaris"
"PC37","Apodemus sylvaticus"
"ND48","Vulpes vulpes"
"NC78","Apodemus sylvaticus"
"NE67","Sciurus vulgaris"
"NE29","Sciurus vulgaris"
"ND05","Herpestes ichneumon"
"QF29","Apodemus sylvaticus"
"NC92","Martes foina"
"PC49","Lepus granatensis"
"PE61","Oryctolagus cuniculus"
"NC87","Mustela nivalis"
"NF57","Microtus agrestis"
"PB25","Microtus duodecimcostatus"
"ND26","Lutra lutra"
"MD86","Apodemus sylvaticus"
"NB43","Cervus elaphus"
"PG81","Vulpes vulpes"
"PF08","Galemys pyrenaicus"
"PF28","Vulpes vulpes"
"PE52","Microtus lusitanicus"
"NG72","Rattus rattus"
"NG35","Vulpes vulpes"
"NG44","Sciurus vulgaris"
"NC86","Rattus rattus"
"NB22","Rattus rattus"
"PC61","Lepus granatensis"
"MD71","Cervus elaphus"
"ND74","Lepus granatensis"
"NB66","Lepus granatensis"
"PD50","Oryctolagus cuniculus"
"ND34","Lutra lutra"
"NB93","Arvicola sapidus"
"NE55","Herpestes ichneumon"
"PC05","Martes foina"
"PD32","Lutra lutra"
"PE31","Lepus granatensis"
"NG61","Microtus lusitanicus"
"PD36","Microtus lusitanicus"
"NC77","Mustela putorius"
"PC26","Lutra lutra"
"PC42","Crocidura russula"
"NB66","Apodemus sylvaticus"
"NB26","Apodemus sylvaticus"
"QF29","Meles meles"
"PC18","Herpestes ichneumon"
"PC44","Arvicola sapidus"
"NE46","Microtus lusitanicus"
"PB41","Microtus duodecimcostatus"
"NG83","Genetta genetta"
"PB25","Genetta genetta"
"NE36","Crocidura russula"
"QF19","Sus scrofa"
"PE54","Cervus elaphus"
"NF21","Genetta genetta"
"NC20","Arvicola sapidus"
"NG23","Vulpes vulpes"
"MD93","Herpestes ichneumon"
"NF48","Erinaceus europaeus"
"MD86","Mus spretus"
"NB25","Mus musculus"
"NB22","Arvicola sapidus"
"ND45","Lutra lutra"
"PD34","Lepus granatensis"
"NC44","Sus scrofa"
"ND99","Vulpes vulpes"
"NC96","Erinaceus europaeus"
"PE67","Martes foina"
"NC47","Dama dama"
"NC41","Lutra lutra"
"PC43","Vulpes vulpes"
"NG93","Apodemus sylvaticus"
"PD49","Microtus cabrerae"
"NE42","Lutra lutra"
"ND48","Genetta genetta"
"MD94","Lutra lutra"
"NG51","Sciurus vulgaris"
"ND47","Lutra lutra"
"MD70","Herpestes ichneumon"
"NC20","Herpestes ichneumon"
"PB32","Crocidura russula"
"NC16","Meles meles"
"PE24","Herpestes ichneumon"
"NC46","Talpa occidentalis"
"NF97","Vulpes vulpes"
"PC25","Vulpes vulpes"
"NC60","Martes foina"
"NG62","Sciurus vulgaris"
"MD71","Herpestes ichneumon"
"ND06","Genetta genetta"
"NE76","Martes foina"
"PE29","Genetta genetta"
"ND57","Rattus norvegicus"
"NC25","Felis silvestris"
"NE64","Genetta genetta"
"PD49","Arvicola sapidus"
"PD20","Talpa occidentalis"
"NC86","Lutra lutra"
"PB16","Lepus granatensis"
"NB27","Suncus etruscus"
"NE29","Genetta genetta"
"ND30","Herpestes ichneumon"
"NF74","Crocidura russula"
"NF91","Sciurus vulgaris"
"NE61","Lutra lutra"
"NB36","Mus musculus"
"PC29","Genetta genetta"
"PF69","Oryctolagus cuniculus"
"NB26","Oryctolagus cuniculus"
"PF72","Martes foina"
"NB47","Lutra lutra"
"NC21","Vulpes vulpes"
"PG11","Neomys anomalus"
"NC81","Erinaceus europaeus"
"PE40","Herpestes ichneumon"
"PE45","Meles meles"
"ND92","Martes foina"
"PF31","Meles meles"
"QG00","Lutra lutra"
"ND24","Meles meles"
"PC42","Mustela putorius"
"NG63","Felis silvestris"
"PD26","Lutra lutra"
"PC41","Vulpes vulpes"
"MD60","Rattus norvegicus"
"PG70","Talpa occidentalis"
"ND69","Sciurus vulgaris"
"NF58","Mus spretus"
"ND05","Crocidura russula"
"NB88","Vulpes vulpes"
"NC88","Arvicola sapidus"
"NF27","Oryctolagus cuniculus"
"PE36","Oryctolagus cuniculus"
"ND45","Arvicola sapidus"
"PE44","Lepus granatensis"
"PC41","Lepus granatensis"
"PE77","Vulpes vulpes"
"PC15","Erinaceus europaeus"
"PE43","Lepus granatensis"
"PE03","Martes foina"
"MD86","Mustela putorius"
"NE20","Lutra lutra"
"NC92","Vulpes vulpes"
"MC89","Genetta genetta"
"NC60","Oryctolagus cuniculus"
"PB11","Microtus duodecimcostatus"
"PF12","Arvicola sapidus"
"NE74","Martes foina"
"PD35","Sus scrofa"
"PB17","Lepus granatensis"
"PD53","Oryctolagus cuniculus"
"PF66","Microtus cabrerae"
"MD72","Genetta genetta"
"NF49","Sciurus vulgaris"
"NC08","Vulpes vulpes"
"ND53","Sciurus vulgaris"
"NC91","Genetta genetta"
"PB10","Microtus duodecimcostatus"
"PD43","Suncus etruscus"
"PE64","Microtus lusitanicus"
"NE97","Oryctolagus cuniculus"
"PC71","Cervus elaphus"
"NE39","Oryctolagus cuniculus"
"PE21","Oryctolagus cuniculus"
"NG32","Vulpes vulpes"
"ND07","Lutra lutra"
"NC73","Herpestes ichneumon"
"NG75","Cervus elaphus"
"NE46","Mus spretus"
"QG20","Microtus cabrerae"
"ND24","Lutra lutra"
"PG63","Capreolus capreolus"
"ND08","Genetta genetta"
"PF23","Vulpes vulpes"
"PB41","Crocidura russula"
"PD21","Lepus granatensis"
"NG62","Capra pyrenaica"
"NG42","Oryctolagus cuniculus"
"ND19","Sciurus vulgaris"
"NB91","Vulpes vulpes"
"PF31","Capreolus capreolus"
"NE31","Sciurus vulgaris"
"PE76","Genetta genetta"
"PG02","Cervus elaphus"
"MD91","Oryctolagus cuniculus"
"NC84","Lutra lutra"
"NG61","Eliomys quercinus"
"QG04","Canis lupus"
"NB69","Apodemus sylvaticus"
"PG02","Felis silvestris"
"PD54","Oryctolagus cuniculus"
"NF28","Apodemus sylvaticus"
"MD91","Vulpes vulpes"
"NG62","Martes foina"
"NB17","Crocidura russula"
"PC52","Apodemus sylvaticus"
"PD24","Lepus granatensis"
"NG33","Capreolus capreolus"
"NA99","Rattus rattus"
"NG71","Martes foina"
"NG72","Sus scrofa"
"PC37","Arvicola sapidus"
"NB68","Erinaceus europaeus"
"PC44","Vulpes vulpes"
"NG72","Eliomys quercinus"
"PC19","Arvicola sapidus"
"PE49","Vulpes vulpes"
"PC16","Martes foina"
"NE00","Sciurus vulgaris"
"ND12","Crocidura suaveolens"
"NC38","Ovis aries"
"ND74","Oryctolagus cuniculus"
"PE21","Herpestes ichneumon"
"PD09","Arvicola sapidus"
"PC35","Lutra lutra"
"PG84","Vulpes vulpes"
"PF53","Oryctolagus cuniculus"
"NF20","Microtus lusitanicus"
"PD19","Sciurus vulgaris"
"NC75","Erinaceus europaeus"
"PF62","Oryctolagus cuniculus"
"NE45","Oryctolagus cuniculus"
"PG84","Genetta genetta"
"NE11","Lutra lutra"
"PE14","Martes foina"
"PE34","Sciurus vulgaris"
"NA89","Suncus etruscus"
"PD43","Microtus duodecimcostatus"
"PF62","Lepus granatensis"
"ND46","Herpestes ichneumon"
"NC31","Lepus granatensis"
"ND60","Mus musculus"
"NG12","Genetta genetta"
"PG73","Meles meles"
"NG56","Erinaceus europaeus"
"NF36","Rattus norvegicus"
"PF59","Crocidura russula"
"PE28","Crocidura russula"
"NC54","Lutra lutra"
"QF08","Lepus granatensis"
"NF74","Canis lupus"
"PG62","Capreolus capreolus"
"NC20","Lutra lutra"
"NC09","Mustela nivalis"
"PD23","Apodemus sylvaticus"
"NF30","Apodemus sylvaticus"
"NC07","Erinaceus europaeus"
"ND49","Sciurus vulgaris"
"PE43","Herpestes ichneumon"
"PC61","Talpa occidentalis"
"ND80","Erinaceus europaeus"
"ND57","Crocidura russula"
"PB32","Lutra lutra"
"Graciosa","Rattus rattus"
"NE15","Rattus rattus"
"NG75","Vulpes vulpes"
"PE87","Lepus granatensis"
"ND61","Erinaceus europaeus"
"PD09","Martes foina"
"ND26","Herpestes ichneumon"
"PD21","Lutra lutra"
"NB65","Oryctolagus cuniculus"
"ND04","Lutra lutra"
"NC66","Genetta genetta"
"NC51","Herpestes ichneumon"
"PC62","Lutra lutra"
"PG43","Vulpes vulpes"
"NC34","Microtus duodecimcostatus"
"MC69","Sciurus vulgaris"
"NC11","Oryctolagus cuniculus"
"NE16","Oryctolagus cuniculus"
"ND11","Meles meles"
"NE46","Sorex granarius"
"PC15","Lutra lutra"
"NE89","Oryctolagus cuniculus"
"NG60","Genetta genetta"
"NF81","Vulpes vulpes"
"PE68","Sus scrofa"
"NC51","Microtus cabrerae"
"ND29","Vulpes vulpes"
"NB28","Oryctolagus cuniculus"
"PB29","Vulpes vulpes"
"NC09","Arvicola sapidus"
"NC06","Mustela nivalis"
"PF08","Arvicola sapidus"
"PD36","Lutra lutra"
"ND17","Mustela nivalis"
"PE13","Martes foina"
"PD45","Lutra lutra"
"MC86","Lutra lutra"
"PE48","Vulpes vulpes"
"NF34","Erinaceus europaeus"
"ND79","Herpestes ichneumon"
"PE62","Herpestes ichneumon"
"PD35","Lutra lutra"
"ND37","Apodemus sylvaticus"
"ND55","Rattus rattus"
"NB77","Erinaceus europaeus"
"PF61","Lepus granatensis"
"PG64","Talpa occidentalis"
"PB18","Lynx pardinus"
"NC96","Mustela putorius"
"PC47","Meles meles"
"MD74","Apodemus sylvaticus"
"ND48","Oryctolagus cuniculus"
"NC43","Lutra lutra"
"NB16","Crocidura russula"
"NG63","Microtus lusitanicus"
"PF13","Sciurus vulgaris"
"PC25","Arvicola sapidus"
"NF49","Talpa occidentalis"
"NC19","Microtus lusitanicus"
"PF62","Vulpes vulpes"
"PB31","Vulpes vulpes"
"MD94","Microtus cabrerae"
"NE97","Sciurus vulgaris"
"PG61","Apodemus sylvaticus"
"PG02","Mustela erminea"
"NB28","Genetta genetta"
"ND82","Microtus cabrerae"
"PC04","Vulpes vulpes"
"ND09","Sciurus vulgaris"
"NE01","Oryctolagus cuniculus"
"MD85","Sorex granarius"
"PF17","Oryctolagus cuniculus"
"NC52","Lutra lutra"
"NC86","Erinaceus europaeus"
"QF07","Microtus cabrerae"
"NE97","Genetta genetta"
"NB81","Mustela nivalis"
"PF72","Talpa occidentalis"
"NB72","Suncus etruscus"
"NG42","Genetta genetta"
"MD94","Sorex granarius"
"PD60","Talpa occidentalis"
"NF76","Erinaceus europaeus"
"ND06","Oryctolagus cuniculus"
"PC42","Arvicola sapidus"
"PD11","Lutra lutra"
"NE29","Herpestes ichneumon"
"ND05","Meles meles"
"NF83","Sus scrofa"
"PB16","Lutra lutra"
"ND41","Meles meles"
"NG55","Martes foina"
"ND50","Herpestes ichneumon"
"NB67","Erinaceus europaeus"
"NB12","Erinaceus europaeus"
"PC22","Arvicola sapidus"
"PF57","Mus musculus"
"PD72","Lutra lutra"
"PD63","Lutra lutra"
"PE31","Vulpes vulpes"
"PC09","Herpestes ichneumon"
"PE41","Lepus granatensis"
"NC26","Lynx pardinus"
"PC54","Herpestes ichneumon"
"NC11","Vulpes vulpes"
"ND56","Erinaceus europaeus"
"PC03","Lutra lutra"
"MD83","Herpestes ichneumon"
"NB48","Genetta genetta"
"ND38","Talpa occidentalis"
"PF77","Mustela putorius"
"ND10","Mus musculus"
"PE71","Lepus granatensis"
"PE23","Meles meles"
"NC47","Oryctolagus cuniculus"
"NC80","Martes foina"
"MD97","Talpa occidentalis"
"PC35","Erinaceus europaeus"
"NG82","Microtus lusitanicus"
"PF26","Talpa occidentalis"
"NB67","Lutra lutra"
"ND30","Talpa occidentalis"
"NF50","Meles meles"
"NG63","Sciurus vulgaris"
"NG92","Mustela putorius"
"PD53","Lutra lutra"
"NC93","Lepus granatensis"
"PD50","Genetta genetta"
"PF12","Neomys anomalus"
"NC95","Talpa occidentalis"
"NG64","Genetta genetta"
"PE72","Sus scrofa"
"NB59","Martes foina"
"NC48","Genetta genetta"
"NB72","Oryctolagus cuniculus"
"PE68","Meles meles"
"ND76","Lutra lutra"
"PD53","Genetta genetta"
"PF36","Sciurus vulgaris"
"PE10","Sciurus vulgaris"
"ND46","Genetta genetta"
"PF28","Martes foina"
"NC37","Mustela nivalis"
"NC76","Erinaceus europaeus"
"PE58","Genetta genetta"
"NC48","Vulpes vulpes"
"NB94","Oryctolagus cuniculus"
"NC40","Herpestes ichneumon"
"PG52","Vulpes vulpes"
"NG83","Felis silvestris"
"ND17","Rattus rattus"
"PC41","Felis silvestris"
"MD90","Lutra lutra"
"NB19","Lepus granatensis"
"ND84","Microtus cabrerae"
"PC15","Herpestes ichneumon"
"NB16","Rattus rattus"
"NC94","Lutra lutra"
"PC04","Oryctolagus cuniculus"
"ND37","Sus scrofa"
"PC23","Apodemus sylvaticus"
"PE46","Herpestes ichneumon"
"PF58","Vulpes vulpes"
"NC30","Meles meles"
"NE28","Sus scrofa"
"PF50","Vulpes vulpes"
"NG81","Vulpes vulpes"
"NF42","Oryctolagus cuniculus"
"NG90","Vulpes vulpes"
"PB03","Erinaceus europaeus"
"NB63","Martes foina"
"PD43","Erinaceus europaeus"
"NE63","Herpestes ichneumon"
"MD72","Mustela putorius"
"NC71","Mustela nivalis"
"PC40","Apodemus sylvaticus"
"PC53","Lepus granatensis"
"NC08","Meles meles"
"MC96","Genetta genetta"
"PB34","Lepus granatensis"
"PE21","Meles meles"
"PF52","Martes foina"
"PG03","Cervus elaphus"
"ND83","Microtus duodecimcostatus"
"PB16","Mus spretus"
"PF74","Martes foina"
"NG44","Capreolus capreolus"
"ND48","Sus scrofa"
"NB17","Mus spretus"
"PF62","Herpestes ichneumon"
"NG23","Apodemus sylvaticus"
"PG94","Canis lupus"
"NC86","Genetta genetta"
"NB93","Erinaceus europaeus"
"PC50","Herpestes ichneumon"
"NE92","Meles meles"
"NB40","Genetta genetta"
"PF13","Mustela nivalis"
"NB00","Vulpes vulpes"
"PG84","Erinaceus europaeus"
"MD91","Meles meles"
"PE57","Martes foina"
"PF57","Mus spretus"
"NF54","Sciurus vulgaris"
"PC30","Lepus granatensis"
"ND01","Meles meles"
"NF23","Crocidura russula"
"QF19","Arvicola sapidus"
"PC48","Erinaceus europaeus"
"MD60","Erinaceus europaeus"
"PB16","Rattus rattus"
"NC06","Lutra lutra"
"PD25","Microtus cabrerae"
"MC68","Mustela nivalis"
"NB69","Lepus granatensis"
"NE15","Microtus cabrerae"
"PD51","Lutra lutra"
"PF82","Microtus cabrerae"
"PG90","Microtus cabrerae"
"PF22","Vulpes vulpes"
"NF97","Sciurus vulgaris"
"NC85","Erinaceus europaeus"
"PE46","Sciurus vulgaris"
"PG84","Microtus lusitanicus"
"NG45","Sciurus vulgaris"
"NC70","Meles meles"
"PF43","Capreolus capreolus"
"PC27","Erinaceus europaeus"
"NC20","Crocidura russula"
"PF06","Erinaceus europaeus"
"NG92","Cervus elaphus"
"PD32","Erinaceus europaeus"
"ND04","Mustela putorius"
"NC16","Lutra lutra"
"PortoSanto","Rattus norvegicus"
"PG72","Sorex granarius"
"PC38","Herpestes ichneumon"
"NG72","Crocidura russula"
"NB26","Vulpes vulpes"
"PF74","Meles meles"
"NG81","Oryctolagus cuniculus"
"NC94","Erinaceus europaeus"
"NG63","Martes martes"
"PD61","Lutra lutra"
"PC19","Talpa occidentalis"
"PE26","Eliomys quercinus"
"ND94","Lutra lutra"
"NE64","Sciurus vulgaris"
"NF97","Oryctolagus cuniculus"
"MC79","Eliomys quercinus"
"PD59","Dama dama"
"NG72","Neomys anomalus"
"NC83","Lepus granatensis"
"PD60","Vulpes vulpes"
"PF74","Genetta genetta"
"PD36","Microtus cabrerae"
"NB59","Erinaceus europaeus"
"NC54","Herpestes ichneumon"
"PE55","Sciurus vulgaris"
"NC69","Genetta genetta"
"NC28","Lepus granatensis"
"PC01","Genetta genetta"
"NB34","Suncus etruscus"
"PC45","Erinaceus europaeus"
"NC08","Erinaceus europaeus"
"NA99","Microtus duodecimcostatus"
"NG45","Genetta genetta"
"NE32","Meles meles"
"MC89","Mus musculus"
"ND20","Vulpes vulpes"
"PD15","Oryctolagus cuniculus"
"NE97","Meles meles"
"PF05","Genetta genetta"
"NE43","Sciurus vulgaris"
"PC08","Meles meles"
"PF57","Apodemus sylvaticus"
"NC68","Sus scrofa"
"PE13","Mustela putorius"
"NC82","Microtus duodecimcostatus"
"ND67","Rattus rattus"
"QF19","Lutra lutra"
"MD80","Lutra lutra"
"ND47","Oryctolagus cuniculus"
"NF37","Vulpes vulpes"
"PF47","Sciurus vulgaris"
"NE85","Herpestes ichneumon"
"ND27","Apodemus sylvaticus"
"PD23","Lutra lutra"
"PE73","Lepus granatensis"
"NG61","Galemys pyrenaicus"
"ND57","Apodemus sylvaticus"
"NC56","Suncus etruscus"
"PC05","Vulpes vulpes"
"NC09","Lutra lutra"
"PD35","Rattus norvegicus"
"NG94","Mustela nivalis"
"NF71","Eliomys quercinus"
"PE88","Lepus granatensis"
"MD74","Sorex granarius"
"PE05","Sciurus vulgaris"
"MD94","Rattus norvegicus"
"NG70","Microtus lusitanicus"
"NE77","Oryctolagus cuniculus"
"NC54","Lepus granatensis"
"NE72","Sciurus vulgaris"
"PF73","Capreolus capreolus"
"NE56","Mus musculus"
"NG71","Capreolus capreolus"
"NF27","Rattus rattus"
"QF18","Oryctolagus cuniculus"
"NE27","Apodemus sylvaticus"
"NB90","Erinaceus europaeus"
"NF44","Microtus lusitanicus"
"NC55","Lepus granatensis"
"NC70","Lutra lutra"
"PE16","Sus scrofa"
"PB41","Rattus rattus"
"PG52","Capreolus capreolus"
"PC48","Rattus norvegicus"
"NC45","Mustela putorius"
"NE44","Sciurus vulgaris"
"NG31","Microtus agrestis"
"PG20","Meles meles"
"PE37","Herpestes ichneumon"
"PC63","Oryctolagus cuniculus"
"PD52","Lutra lutra"
"NF34","Sorex granarius"
"PE61","Vulpes vulpes"
"NC80","Herpestes ichneumon"
"NC47","Cervus elaphus"
"ND37","Lutra lutra"
"PC48","Apodemus sylvaticus"
"PB14","Vulpes vulpes"
"PB06","Mustela putorius"
"NB64","Herpestes ichneumon"
"NG66","Sciurus vulgaris"
"NF84","Genetta genetta"
"NC75","Lutra lutra"
"PE41","Oryctolagus cuniculus"
"NC91","Mustela putorius"
"NF30","Crocidura russula"
"MD80","Mustela putorius"
"PD61","Microtus cabrerae"
"PE76","Meles meles"
"ND28","Herpestes ichneumon"
"NB80","Herpestes ichneumon"
"MD85","Genetta genetta"
"NF98","Galemys pyrenaicus"
"QF07","Genetta genetta"
"ND15","Lutra lutra"
"NF83","Galemys pyrenaicus"
"PC39","Sus scrofa"
"PE25","Vulpes vulpes"
"NE82","Oryctolagus cuniculus"
"PE24","Microtus agrestis"
"PF42","Capreolus capreolus"
"ND16","Genetta genetta"
"PE13","Herpestes ichneumon"
"PF13","Sus scrofa"
"MD70","Genetta genetta"
"ND07","Microtus lusitanicus"
"NG82","Apodemus sylvaticus"
"MD62","Herpestes ichneumon"
"NB82","Sus scrofa"
"PG42","Genetta genetta"
"PC12","Oryctolagus cuniculus"
"PC23","Vulpes vulpes"
"MD71","Vulpes vulpes"
"NB53","Erinaceus europaeus"
"NE80","Oryctolagus cuniculus"
"PE17","Sus scrofa"
"PC37","Rattus norvegicus"
"PD51","Apodemus sylvaticus"
"ND46","Lutra lutra"
"MD94","Lepus granatensis"
"MC58","Vulpes vulpes"
"PE09","Herpestes ichneumon"
"NE14","Herpestes ichneumon"
"ND87","Vulpes vulpes"
"NE49","Sciurus vulgaris"
"PG71","Vulpes vulpes"
"PD06","Erinaceus europaeus"
"PD21","Erinaceus europaeus"
"NF40","Oryctolagus cuniculus"
"NF60","Erinaceus europaeus"
"PF22","Sciurus vulgaris"
"NC53","Lepus granatensis"
"PD26","Mus musculus"
"NF98","Martes foina"
"NC44","Lutra lutra"
"MC96","Erinaceus europaeus"
"QG01","Cervus elaphus"
"PE17","Capreolus capreolus"
"NB67","Oryctolagus cuniculus"
"ND70","Microtus duodecimcostatus"
"ND61","Microtus cabrerae"
"PF11","Genetta genetta"
"NC37","Genetta genetta"
"PC19","Mustela putorius"
"NE24","Herpestes ichneumon"
"PC54","Mustela putorius"
"NB66","Lutra lutra"
"NF77","Talpa occidentalis"
"NF28","Lutra lutra"
"PF67","Oryctolagus cuniculus"
"NG43","Sus scrofa"
"NF36","Microtus lusitanicus"
"PG54","Cervus elaphus"
"NC65","Oryctolagus cuniculus"
"NE50","Lutra lutra"
"PC54","Lepus granatensis"
"PG84","Neomys anomalus"
"NG82","Oryctolagus cuniculus"
"NF94","Canis lupus"
"NC81","Lepus granatensis"
"PD30","Vulpes vulpes"
"PD02","Lutra lutra"
"PD53","Microtus duodecimcostatus"
"NG61","Mustela putorius"
"NG33","Felis silvestris"
"ND39","Herpestes ichneumon"
"PD18","Lutra lutra"
"PB33","Eliomys quercinus"
"ND00","Mustela putorius"
"PG91","Meles meles"
"NC64","Lutra lutra"
"NF27","Mus musculus"
"PB25","Erinaceus europaeus"
"PB07","Vulpes vulpes"
"MC98","Rattus norvegicus"
"NF74","Meles meles"
"PG60","Microtus cabrerae"
"MD60","Lutra lutra"
"PC14","Oryctolagus cuniculus"
"NB87","Oryctolagus cuniculus"
"NG61","Talpa occidentalis"
"NG22","Apodemus sylvaticus"
"NE00","Vulpes vulpes"
"PB34","Oryctolagus cuniculus"
"PE23","Sciurus vulgaris"
"NC60","Lutra lutra"
"ND36","Oryctolagus cuniculus"
"NC38","Vulpes vulpes"
"NC48","Lepus granatensis"
"NE36","Meles meles"
"PF06","Oryctolagus cuniculus"
"MD95","Lutra lutra"
"PE72","Oryctolagus cuniculus"
"NE68","Oryctolagus cuniculus"
"NB93","Rattus rattus"
"NG93","Sciurus vulgaris"
"NB91","Oryctolagus cuniculus"
"NG23","Erinaceus europaeus"
"PB17","Felis silvestris"
"NG80","Capreolus capreolus"
"NC84","Genetta genetta"
"PF12","Capreolus capreolus"
"PB37","Eliomys quercinus"
"PE26","Crocidura russula"
"NE30","Sciurus vulgaris"
"PG84","Sus scrofa"
"PD60","Meles meles"
"NC48","Oryctolagus cuniculus"
"NC33","Apodemus sylvaticus"
"QF07","Capreolus capreolus"
"PG42","Vulpes vulpes"
"PC38","Erinaceus europaeus"
"NF45","Sciurus vulgaris"
"NF45","Mus spretus"
"PF57","Talpa occidentalis"
"NC77","Mustela nivalis"
"PC51","Meles meles"
"NC41","Meles meles"
"NC61","Mustela putorius"
"PC52","Herpestes ichneumon"
"NG55","Oryctolagus cuniculus"
"NF42","Erinaceus europaeus"
"PB04","Mustela nivalis"
"NF93","Genetta genetta"
"NC97","Erinaceus europaeus"
"NG34","Mustela putorius"
"NG92","Sus scrofa"
"NC37","Lutra lutra"
"NC63","Oryctolagus cuniculus"
"PD53","Microtus cabrerae"
"NC23","Meles meles"
"NC91","Lutra lutra"
