"utm10","especie"
"ND74","Oryctolagus cuniculus"
"PC31","Oryctolagus cuniculus"
"NC48","Lepus granatensis"
"PC30","Oryctolagus cuniculus"
"PE73","Lepus granatensis"
"NC60","Lepus granatensis"
"NG55","Oryctolagus cuniculus"
"PF87","Oryctolagus cuniculus"
"PF42","Oryctolagus cuniculus"
"NC70","Lepus granatensis"
"PF06","Oryctolagus cuniculus"
"PF49","Oryctolagus cuniculus"
"ND74","Lepus granatensis"
"PF53","Oryctolagus cuniculus"
"PD61","Lepus granatensis"
"PF54","Oryctolagus cuniculus"
"PF28","Oryctolagus cuniculus"
"NB93","Oryctolagus cuniculus"
"QF18","Oryctolagus cuniculus"
"PC39","Lepus granatensis"
"PD24","Lepus granatensis"
"PE26","Oryctolagus cuniculus"
"NB69","Lepus granatensis"
"NB95","Oryctolagus cuniculus"
"NC28","Lepus granatensis"
"PC51","Lepus granatensis"
"PB49","Lepus granatensis"
"NC19","Lepus granatensis"
"MC96","Oryctolagus cuniculus"
"NE37","Oryctolagus cuniculus"
"PF08","Oryctolagus cuniculus"
"NE46","Lepus granatensis"
"PD40","Lepus granatensis"
"PC38","Lepus granatensis"
"PC48","Lepus granatensis"
"PC49","Lepus granatensis"
"PC38","Oryctolagus cuniculus"
"PC49","Oryctolagus cuniculus"
"NC92","Lepus granatensis"
"NF97","Oryctolagus cuniculus"
"NB82","Oryctolagus cuniculus"
"NC23","Oryctolagus cuniculus"
"ND82","Oryctolagus cuniculus"
"ND31","Oryctolagus cuniculus"
"NC06","Oryctolagus cuniculus"
"PF18","Oryctolagus cuniculus"
"PC61","Lepus granatensis"
"PC61","Oryctolagus cuniculus"
"ND17","Oryctolagus cuniculus"
"MD74","Oryctolagus cuniculus"
"ND26","Oryctolagus cuniculus"
"MD94","Oryctolagus cuniculus"
"PD69","Oryctolagus cuniculus"
"PE24","Oryctolagus cuniculus"
"PB02","Oryctolagus cuniculus"
"PB00","Lepus granatensis"
"PB00","Oryctolagus cuniculus"
"NA99","Oryctolagus cuniculus"
"NB99","Lepus granatensis"
"NC08","Lepus granatensis"
"PD52","Lepus granatensis"
"NE50","Oryctolagus cuniculus"
"PD13","Lepus granatensis"
"PB15","Oryctolagus cuniculus"
"PC41","Oryctolagus cuniculus"
"PB14","Oryctolagus cuniculus"
"NB72","Oryctolagus cuniculus"
"NB81","Oryctolagus cuniculus"
"NB00","Lepus granatensis"
"NA09","Oryctolagus cuniculus"
"NB00","Oryctolagus cuniculus"
"NB36","Oryctolagus cuniculus"
"NB41","Oryctolagus cuniculus"
"NB87","Oryctolagus cuniculus"
"NC34","Oryctolagus cuniculus"
"NE34","Lepus granatensis"
"NE15","Oryctolagus cuniculus"
"NE16","Oryctolagus cuniculus"
"NE22","Oryctolagus cuniculus"
"PF12","Oryctolagus cuniculus"
"NE63","Lepus granatensis"
"NE63","Oryctolagus cuniculus"
"PG74","Lepus granatensis"
"PG64","Lepus granatensis"
"NE89","Arvicola sapidus"
"ND10","Arvicola sapidus"
"PD15","Arvicola sapidus"
"ND18","Arvicola sapidus"
"PE46","Arvicola sapidus"
"PC19","Arvicola sapidus"
"ND87","Arvicola sapidus"
"ND80","Arvicola sapidus"
"ND13","Arvicola sapidus"
"NE89","Microtus agrestis"
"NE53","Microtus agrestis"
"PE46","Microtus agrestis"
"PE56","Microtus agrestis"
"ND87","Microtus cabrerae"
"ND12","Microtus cabrerae"
"ND10","Microtus cabrerae"
"PD15","Microtus cabrerae"
"ND80","Microtus cabrerae"
"PE56","Microtus cabrerae"
"ND45","Arvicola sapidus"
"NB18","Arvicola sapidus"
"MC96","Arvicola sapidus"
"NC88","Arvicola sapidus"
"PE66","Microtus agrestis"
"NG80","Microtus agrestis"
"PG22","Microtus agrestis"
"NB18","Microtus cabrerae"
"ND45","Microtus cabrerae"
"NC88","Microtus cabrerae"
"NF20","Arvicola sapidus"
"NF31","Arvicola sapidus"
"NF20","Microtus agrestis"
"NF31","Microtus agrestis"
"PE26","Eliomys quercinus"
"PB18","Microtus agrestis"
"PE26","Microtus agrestis"
"PD36","Arvicola sapidus"
"PD26","Arvicola sapidus"
"PD26","Microtus cabrerae"
"PD25","Microtus cabrerae"
"PD62","Microtus cabrerae"
"PD43","Microtus cabrerae"
"NB25","Arvicola sapidus"
"NB26","Arvicola sapidus"
"NB27","Arvicola sapidus"
"NB25","Microtus cabrerae"
"NB27","Microtus cabrerae"
"NB26","Microtus cabrerae"
"PB24","Eliomys quercinus"
"PC38","Arvicola sapidus"
"PC45","Arvicola sapidus"
"PC23","Arvicola sapidus"
"QG20","Arvicola sapidus"
"PC44","Arvicola sapidus"
"PC25","Arvicola sapidus"
"PC37","Arvicola sapidus"
"PC53","Arvicola sapidus"
"PC58","Arvicola sapidus"
"MD60","Eliomys quercinus"
"QG20","Microtus agrestis"
"NC69","Microtus cabrerae"
"NC31","Microtus cabrerae"
"PC38","Microtus cabrerae"
"PF73","Eliomys quercinus"
"PF72","Eliomys quercinus"
"PF63","Eliomys quercinus"
"PF72","Microtus agrestis"
"PF73","Microtus agrestis"
"PF63","Microtus agrestis"
"QG21","Microtus agrestis"
"PF82","Microtus agrestis"
"PF72","Microtus cabrerae"
"PF73","Microtus cabrerae"
"QG20","Microtus cabrerae"
"PF85","Microtus cabrerae"
"PF74","Microtus cabrerae"
"PF82","Microtus cabrerae"
"PF63","Microtus cabrerae"
"PF62","Microtus cabrerae"
"QG21","Microtus cabrerae"
"QF19","Arvicola sapidus"
"NB45","Arvicola sapidus"
"ND02","Arvicola sapidus"
"ND02","Eliomys quercinus"
"NE46","Microtus agrestis"
"NB48","Microtus cabrerae"
"NB29","Microtus cabrerae"
"NC66","Microtus cabrerae"
"NB45","Microtus cabrerae"
"PE22","Microtus cabrerae"
"NC10","Microtus cabrerae"
"NB15","Microtus cabrerae"
"NC20","Microtus cabrerae"
"NC67","Microtus cabrerae"
"NB19","Microtus cabrerae"
"NB39","Microtus cabrerae"
"PB32","Eliomys quercinus"
"NB17","Arvicola sapidus"
"NB17","Apodemus sylvaticus"
"NB27","Mus spretus"
"NB28","Microtus cabrerae"
"NB18","Mus spretus"
"NB28","Mus spretus"
"NE54","Microtus agrestis"
"PB15","Eliomys quercinus"
"PB05","Eliomys quercinus"
"ND31","Microtus cabrerae"
"ND81","Microtus cabrerae"
"NB93","Arvicola sapidus"
"PB14","Eliomys quercinus"
"NB31","Arvicola sapidus"
"ND21","Microtus cabrerae"
"ND30","Microtus cabrerae"
"PD69","Microtus cabrerae"
"ND62","Microtus cabrerae"
"PE72","Microtus cabrerae"
"ND61","Microtus cabrerae"
"ND60","Microtus cabrerae"
"NG40","Arvicola sapidus"
"NG40","Microtus agrestis"
"NF58","Microtus agrestis"
"ND52","Microtus cabrerae"
"ND26","Arvicola sapidus"
"NG23","Arvicola sapidus"
"NG23","Microtus agrestis"
"NF77","Microtus agrestis"
"NF89","Microtus agrestis"
"NG33","Microtus agrestis"
"PF19","Arvicola sapidus"
"PE49","Microtus agrestis"
"PF19","Microtus agrestis"
"ND32","Microtus cabrerae"
"PG60","Microtus agrestis"
"PG60","Microtus cabrerae"
"PF16","Microtus agrestis"
"PE55","Microtus cabrerae"
"PF16","Arvicola sapidus"
"PG11","Arvicola sapidus"
"PG11","Microtus agrestis"
"NE29","Microtus agrestis"
"NG61","Microtus agrestis"
"PF13","Microtus agrestis"
"NG22","Microtus agrestis"
"NE29","Arvicola sapidus"
"NB20","Arvicola sapidus"
"ND42","Microtus cabrerae"
"PG83","Microtus agrestis"
"NG24","Microtus agrestis"
"QG21","Microtus arvalis"
"PF53","Microtus cabrerae"
"QF29","Microtus cabrerae"
"QF08","Microtus cabrerae"
"QG20","Microtus arvalis"
"NF71","Arvicola sapidus"
"NF71","Microtus agrestis"
"NE22","Microtus agrestis"
"PD09","Microtus cabrerae"
"ND67","Microtus cabrerae"
"NC35","Microtus cabrerae"
"NE22","Arvicola sapidus"
"ND67","Arvicola sapidus"
"PD09","Arvicola sapidus"
"MD97","Arvicola sapidus"
"MD86","Arvicola sapidus"
"NB33","Arvicola sapidus"
"NC77","Arvicola sapidus"
"NA89","Arvicola sapidus"
"PC22","Arvicola sapidus"
"PC11","Arvicola sapidus"
"NG82","Microtus agrestis"
"PB33","Eliomys quercinus"
"PB37","Eliomys quercinus"
"NB96","Eliomys quercinus"
"PC02","Arvicola sapidus"
"PC18","Microtus cabrerae"
"NC46","Microtus cabrerae"
"NC87","Microtus cabrerae"
"NC85","Mus spretus"
"NC86","Mus spretus"
"NC86","Apodemus sylvaticus"
"NC86","Rattus rattus"
"NC88","Apodemus sylvaticus"
"NC87","Apodemus sylvaticus"
"NC88","Mus spretus"
"NC87","Mus spretus"
"NC78","Microtus cabrerae"
"NC77","Microtus cabrerae"
"PE59","Sciurus vulgaris"
"PF43","Sciurus vulgaris"
"NG21","Sciurus vulgaris"
"NG45","Sciurus vulgaris"
"NE72","Sciurus vulgaris"
"NE33","Sciurus vulgaris"
"PE15","Sciurus vulgaris"
"PF47","Sciurus vulgaris"
"NB17","Microtus cabrerae"
"NB27","Microtus duodecimcostatus"
"NB28","Arvicola sapidus"
"NE76","Sciurus vulgaris"
"PD18","Sciurus vulgaris"
"NB17","Microtus duodecimcostatus"
"NE74","Sciurus vulgaris"
"PE02","Sciurus vulgaris"
"NB17","Mus spretus"
"PF22","Sciurus vulgaris"
"NE30","Sciurus vulgaris"
"NG35","Sciurus vulgaris"
"MD71","Sciurus vulgaris"
"NG91","Sciurus vulgaris"
"NF84","Sciurus vulgaris"
"NF90","Sciurus vulgaris"
"MD98","Sciurus vulgaris"
"PF77","Microtus cabrerae"
"PF65","Microtus cabrerae"
"PF33","Microtus cabrerae"
"PF61","Microtus cabrerae"
"PE24","Microtus cabrerae"
"PE42","Microtus cabrerae"
"NB62","Microtus cabrerae"
"PD29","Microtus cabrerae"
"NB46","Microtus cabrerae"
"PE50","Microtus cabrerae"
"ND79","Microtus cabrerae"
"ND44","Microtus cabrerae"
"ND84","Microtus cabrerae"
"PD05","Microtus cabrerae"
"PD36","Microtus cabrerae"
"PG70","Microtus cabrerae"
"NC96","Microtus cabrerae"
"ND19","Sciurus vulgaris"
"NE99","Sciurus vulgaris"
"NE64","Sciurus vulgaris"
"NE11","Sciurus vulgaris"
"NE53","Sciurus vulgaris"
"NE78","Sciurus vulgaris"
"NE61","Sciurus vulgaris"
"PC08","Microtus cabrerae"
"PD00","Microtus cabrerae"
"PC29","Microtus cabrerae"
"NE62","Sciurus vulgaris"
"PE26","Sciurus vulgaris"
"PF76","Sciurus vulgaris"
"PE05","Sciurus vulgaris"
"NC59","Microtus cabrerae"
"PE55","Sciurus vulgaris"
"NC58","Microtus cabrerae"
"PC09","Microtus cabrerae"
"NF58","Sciurus vulgaris"
"NG42","Sciurus vulgaris"
"NE43","Sciurus vulgaris"
"PF00","Sciurus vulgaris"
"PF01","Sciurus vulgaris"
"PG52","Sciurus vulgaris"
"NC68","Microtus cabrerae"
"NC57","Microtus cabrerae"
"MC88","Sciurus vulgaris"
"PD19","Sciurus vulgaris"
"NE92","Sciurus vulgaris"
"ND96","Sciurus vulgaris"
"PC19","Microtus cabrerae"
"NE96","Sciurus vulgaris"
"PG72","Sciurus vulgaris"
"NF83","Sciurus vulgaris"
"NE70","Sciurus vulgaris"
"NE81","Sciurus vulgaris"
"PE03","Sciurus vulgaris"
"PF50","Sciurus vulgaris"
"NC97","Microtus cabrerae"
"NC98","Microtus cabrerae"
"NC99","Microtus cabrerae"
"ND69","Sciurus vulgaris"
"PG82","Apodemus sylvaticus"
"PG82","Microtus agrestis"
"PG82","Microtus cabrerae"
"PG82","Microtus lusitanicus"
"PG82","Mus musculus"
"PG82","Mus spretus"
"NB24","Microtus cabrerae"
"NB24","Arvicola sapidus"
"NB16","Microtus cabrerae"
"NB16","Arvicola sapidus"
"NB19","Arvicola sapidus"
"NB29","Arvicola sapidus"
"NC76","Microtus cabrerae"
"PG63","Sciurus vulgaris"
"PF38","Sciurus vulgaris"
"PE34","Sciurus vulgaris"
"NC20","Arvicola sapidus"
"NF97","Sciurus vulgaris"
"PF27","Sciurus vulgaris"
"PF36","Sciurus vulgaris"
"PF19","Sciurus vulgaris"
"NE71","Sciurus vulgaris"
"PE23","Sciurus vulgaris"
"PF28","Sciurus vulgaris"
"ND99","Sciurus vulgaris"
"PC07","Microtus cabrerae"
"PF69","Apodemus sylvaticus"
"PF69","Microtus lusitanicus"
"PF69","Mus musculus"
"PF69","Mus spretus"
"PF58","Sciurus vulgaris"
"QG10","Apodemus sylvaticus"
"QG10","Microtus cabrerae"
"QG10","Microtus lusitanicus"
"QG10","Mus musculus"
"QG10","Mus spretus"
"PF87","Apodemus sylvaticus"
"PF67","Apodemus sylvaticus"
"QF07","Apodemus sylvaticus"
"QF08","Apodemus sylvaticus"
"PF87","Arvicola sapidus"
"PF87","Eliomys quercinus"
"PF87","Microtus cabrerae"
"PF67","Microtus cabrerae"
"QF07","Microtus cabrerae"
"PF87","Microtus lusitanicus"
"PF67","Microtus lusitanicus"
"QF07","Microtus lusitanicus"
"QF08","Microtus lusitanicus"
"PF87","Mus musculus"
"PF87","Mus spretus"
"PF67","Mus spretus"
"QF07","Mus spretus"
"QF08","Mus spretus"
"PF87","Rattus rattus"
"PF99","Apodemus sylvaticus"
"PG90","Apodemus sylvaticus"
"PF99","Microtus agrestis"
"PF99","Microtus cabrerae"
"PG90","Microtus cabrerae"
"PG83","Microtus cabrerae"
"PF99","Microtus lusitanicus"
"PG90","Microtus lusitanicus"
"PG83","Microtus lusitanicus"
"PF99","Mus musculus"
"PG90","Mus musculus"
"PF99","Mus spretus"
"PG90","Mus spretus"
"PG83","Mus spretus"
"PF79","Apodemus sylvaticus"
"PG70","Apodemus sylvaticus"
"PF79","Microtus cabrerae"
"PF79","Microtus lusitanicus"
"PG70","Microtus lusitanicus"
"PF79","Mus spretus"
"PG70","Mus spretus"
"PF67","Rattus rattus"
"PG93","Apodemus sylvaticus"
"PG83","Apodemus sylvaticus"
"PG93","Microtus cabrerae"
"PG93","Microtus lusitanicus"
"PG93","Mus musculus"
"PG83","Mus musculus"
"PG93","Mus spretus"
"NG66","Sciurus vulgaris"
"PF09","Sciurus vulgaris"
"NE31","Sciurus vulgaris"
"NB41","Microtus cabrerae"
"NB41","Mus musculus"
"NB41","Mus spretus"
"NB41","Rattus rattus"
"PD53","Apodemus sylvaticus"
"PD44","Arvicola sapidus"
"PD53","Microtus cabrerae"
"PD53","Mus musculus"
"PD53","Mus spretus"
"NC13","Arvicola sapidus"
"NC23","Arvicola sapidus"
"NC23","Microtus cabrerae"
"ND00","Mus spretus"
"PD60","Apodemus sylvaticus"
"PD61","Apodemus sylvaticus"
"PD60","Microtus cabrerae"
"PD61","Microtus lusitanicus"
"PD61","Mus musculus"
"PD60","Mus spretus"
"PD61","Mus spretus"
"PD61","Rattus norvegicus"
"PF09","Eliomys quercinus"
"MC86","Apodemus sylvaticus"
"MC86","Arvicola sapidus"
"MC86","Microtus lusitanicus"
"MC86","Mus spretus"
"NC97","Rattus norvegicus"
"PD42","Apodemus sylvaticus"
"NC19","Apodemus sylvaticus"
"ND10","Apodemus sylvaticus"
"ND00","Apodemus sylvaticus"
"NC19","Microtus lusitanicus"
"ND00","Microtus lusitanicus"
"ND00","Mus musculus"
"NC19","Mus spretus"
"ND10","Mus spretus"
"PD51","Apodemus sylvaticus"
"ND31","Apodemus sylvaticus"
"ND31","Microtus lusitanicus"
"ND31","Mus musculus"
"ND31","Mus spretus"
"ND10","Microtus lusitanicus"
"ND10","Mus musculus"
"MC85","Microtus lusitanicus"
"MC85","Mus spretus"
"NC09","Apodemus sylvaticus"
"NC09","Microtus cabrerae"
"NC09","Microtus lusitanicus"
"NC09","Mus spretus"
"NC97","Rattus rattus"
"NC06","Apodemus sylvaticus"
"NA99","Microtus cabrerae"
"NA99","Microtus lusitanicus"
"NC06","Microtus lusitanicus"
"NA99","Mus musculus"
"NA99","Mus spretus"
"NC06","Mus spretus"
"NA99","Rattus rattus"
"MD92","Apodemus sylvaticus"
"NC87","Rattus rattus"
"ND17","Apodemus sylvaticus"
"ND17","Microtus lusitanicus"
"ND17","Mus musculus"
"ND17","Mus spretus"
"ND27","Apodemus sylvaticus"
"ND27","Microtus lusitanicus"
"QF29","Apodemus sylvaticus"
"ND27","Mus spretus"
"MC86","Microtus duodecimcostatus"
"NC06","Microtus cabrerae"
"NC06","Mus musculus"
"ND82","Microtus cabrerae"
"ND83","Arvicola sapidus"
"ND83","Microtus cabrerae"
"ND83","Microtus duodecimcostatus"
"ND60","Apodemus sylvaticus"
"ND60","Arvicola sapidus"
"ND60","Microtus lusitanicus"
"ND60","Mus musculus"
"ND60","Mus spretus"
"ND31","Arvicola sapidus"
"ND00","Microtus cabrerae"
"ND00","Rattus norvegicus"
"NC09","Arvicola sapidus"
"PC61","Arvicola sapidus"
"MD74","Apodemus sylvaticus"
"ND67","Apodemus sylvaticus"
"MD74","Microtus lusitanicus"
"ND67","Microtus lusitanicus"
"MD74","Mus musculus"
"ND67","Mus musculus"
"MD74","Mus spretus"
"ND67","Mus spretus"
"ND67","Rattus rattus"
"PD17","Apodemus sylvaticus"
"PD17","Arvicola sapidus"
"PD17","Microtus cabrerae"
"PD17","Microtus duodecimcostatus"
"PD17","Microtus lusitanicus"
"PD17","Mus musculus"
"PD17","Mus spretus"
"ND18","Apodemus sylvaticus"
"ND18","Microtus lusitanicus"
"ND18","Mus spretus"
"ND67","Rattus norvegicus"
"ND18","Rattus rattus"
"MD74","Sciurus vulgaris"
"ND67","Sciurus vulgaris"
"ND17","Sciurus vulgaris"
"ND18","Sciurus vulgaris"
"ND26","Apodemus sylvaticus"
"ND26","Microtus lusitanicus"
"ND26","Mus spretus"
"ND26","Rattus rattus"
"ND26","Sciurus vulgaris"
"MD97","Apodemus sylvaticus"
"MD97","Microtus lusitanicus"
"MD97","Mus spretus"
"MD97","Rattus rattus"
"MD97","Sciurus vulgaris"
"PF59","Microtus cabrerae"
"MD94","Apodemus sylvaticus"
"MD94","Microtus cabrerae"
"MD94","Microtus lusitanicus"
"MD94","Mus spretus"
"MD94","Mus musculus"
"MD94","Rattus norvegicus"
"PE24","Arvicola sapidus"
"PE24","Microtus agrestis"
"NF94","Arvicola sapidus"
"NE34","Apodemus sylvaticus"
"NE34","Microtus lusitanicus"
"NE34","Mus spretus"
"NE34","Rattus rattus"
"NC23","Apodemus sylvaticus"
"NF71","Apodemus sylvaticus"
"NC23","Microtus lusitanicus"
"NF71","Microtus lusitanicus"
"NC23","Mus spretus"
"NF71","Mus spretus"
"NC23","Rattus rattus"
"NF61","Sciurus vulgaris"
"NF71","Sciurus vulgaris"
"NF62","Sciurus vulgaris"
"PB02","Arvicola sapidus"
"PB00","Microtus duodecimcostatus"
"PB00","Mus spretus"
"PB00","Microtus lusitanicus"
"NA99","Apodemus sylvaticus"
"NA99","Arvicola sapidus"
"NB33","Apodemus sylvaticus"
"NB33","Microtus lusitanicus"
"NB33","Mus spretus"
"NC70","Rattus rattus"
"NB67","Rattus rattus"
"NB72","Apodemus sylvaticus"
"NB72","Microtus lusitanicus"
"NB72","Mus musculus"
"NB72","Mus spretus"
"NC78","Mus spretus"
"NC78","Apodemus sylvaticus"
"NF20","Apodemus sylvaticus"
"NF20","Microtus cabrerae"
"NF20","Microtus lusitanicus"
"NF20","Mus spretus"
"NF20","Sciurus vulgaris"
"NE29","Sciurus vulgaris"
"NC87","Rattus norvegicus"
"NC88","Microtus duodecimcostatus"
"ND59","Apodemus sylvaticus"
"NE50","Apodemus sylvaticus"
"ND59","Microtus lusitanicus"
"NE50","Microtus lusitanicus"
"ND59","Mus spretus"
"NE50","Mus spretus"
"ND59","Rattus rattus"
"NE50","Rattus rattus"
"NC96","Apodemus sylvaticus"
"QF19","Apodemus sylvaticus"
"QF19","Microtus cabrerae"
"QF19","Microtus lusitanicus"
"QF19","Mus musculus"
"QF19","Mus spretus"
"PF69","Microtus cabrerae"
"QF19","Rattus rattus"
"NC76","Apodemus sylvaticus"
"NC77","Apodemus sylvaticus"
"NC76","Mus musculus"
"NC77","Mus musculus"
"NC76","Mus spretus"
"NC77","Mus spretus"
"NC65","Microtus cabrerae"
"NC65","Apodemus sylvaticus"
"NC56","Apodemus sylvaticus"
"NC65","Mus musculus"
"NC65","Mus spretus"
"NC56","Mus spretus"
"NC56","Microtus cabrerae"
"NC56","Microtus duodecimcostatus"
"NC66","Microtus duodecimcostatus"
"NC56","Mus musculus"
"PB06","Arvicola sapidus"
"PB06","Mus musculus"
"PB06","Mus spretus"
"PB15","Arvicola sapidus"
"PC52","Arvicola sapidus"
"PC42","Apodemus sylvaticus"
"PC42","Microtus cabrerae"
"PC42","Mus musculus"
"PC42","Mus spretus"
"PB14","Arvicola sapidus"
"NC76","Microtus duodecimcostatus"
"NC77","Microtus duodecimcostatus"
"NC46","Apodemus sylvaticus"
"NC46","Microtus duodecimcostatus"
"NC46","Mus musculus"
"NC46","Mus spretus"
"NB82","Arvicola sapidus"
"NB73","Arvicola sapidus"
"NB73","Microtus cabrerae"
"NB71","Microtus duodecimcostatus"
"NB27","Apodemus sylvaticus"
"NB12","Arvicola sapidus"
"NB12","Microtus cabrerae"
"NB27","Mus musculus"
"NB12","Mus spretus"
"NB27","Rattus rattus"
"NB00","Apodemus sylvaticus"
"NB25","Apodemus sylvaticus"
"NB36","Apodemus sylvaticus"
"NB00","Arvicola sapidus"
"NB00","Microtus cabrerae"
"NB36","Microtus cabrerae"
"NB00","Mus musculus"
"NB25","Mus musculus"
"NB36","Mus musculus"
"NB00","Mus spretus"
"NB25","Mus spretus"
"NB36","Mus spretus"
"NB25","Rattus rattus"
"NB36","Arvicola sapidus"
"NB36","Microtus duodecimcostatus"
"NB22","Apodemus sylvaticus"
"NB22","Arvicola sapidus"
"NB22","Microtus cabrerae"
"NB33","Microtus cabrerae"
"NB33","Microtus duodecimcostatus"
"NB22","Mus spretus"
"NB22","Rattus rattus"
"NB34","Apodemus sylvaticus"
"NB34","Arvicola sapidus"
"NB34","Microtus cabrerae"
"NB34","Microtus lusitanicus"
"NB34","Mus musculus"
"NB34","Mus spretus"
"NB33","Mus musculus"
"NB41","Arvicola sapidus"
"NB31","Microtus cabrerae"
"NB31","Mus musculus"
"NB31","Mus spretus"
"NB31","Rattus rattus"
"NB87","Apodemus sylvaticus"
"NB87","Eliomys quercinus"
"NB87","Microtus cabrerae"
"NB87","Microtus lusitanicus"
"NB87","Mus musculus"
"NB87","Mus spretus"
"NC83","Apodemus sylvaticus"
"NC83","Microtus duodecimcostatus"
"NC83","Microtus lusitanicus"
"NC83","Mus musculus"
"NC83","Mus spretus"
"PD43","Apodemus sylvaticus"
"PD44","Apodemus sylvaticus"
"PD26","Apodemus sylvaticus"
"PD44","Microtus lusitanicus"
"PD43","Mus musculus"
"PD44","Mus musculus"
"PD26","Mus musculus"
"PD43","Mus spretus"
"PD44","Mus spretus"
"PD26","Mus spretus"
"NC34","Apodemus sylvaticus"
"NC35","Apodemus sylvaticus"
"NC26","Apodemus sylvaticus"
"NC34","Arvicola sapidus"
"NC35","Arvicola sapidus"
"NC34","Microtus cabrerae"
"NC26","Microtus cabrerae"
"NC34","Microtus duodecimcostatus"
"NC26","Microtus duodecimcostatus"
"NC34","Microtus lusitanicus"
"NC35","Microtus lusitanicus"
"NC26","Microtus lusitanicus"
"NC34","Mus spretus"
"NC35","Mus spretus"
"NC26","Mus spretus"
"NC35","Rattus rattus"
"PC46","Apodemus sylvaticus"
"PC46","Mus musculus"
"PC46","Mus spretus"
"PD61","Microtus cabrerae"
"NE28","Sciurus vulgaris"
"NE10","Sciurus vulgaris"
"NE15","Apodemus sylvaticus"
"PF08","Arvicola sapidus"
"NE15","Microtus agrestis"
"NE15","Microtus cabrerae"
"NE15","Microtus lusitanicus"
"NE15","Mus spretus"
"NE15","Rattus rattus"
"NE22","Apodemus sylvaticus"
"NE22","Microtus lusitanicus"
"NE22","Mus spretus"
"NE22","Rattus rattus"
"NE22","Sciurus vulgaris"
"ND59","Sciurus vulgaris"
"PF12","Arvicola sapidus"
"PF12","Sciurus vulgaris"
"NE96","Apodemus sylvaticus"
"NE96","Microtus agrestis"
"NE96","Microtus lusitanicus"
"NE96","Mus spretus"
"NF32","Sciurus vulgaris"
"NF33","Sciurus vulgaris"
"NE63","Sciurus vulgaris"
"PF59","Apodemus sylvaticus"
"PF59","Microtus lusitanicus"
"PF59","Mus spretus"
"PG64","Microtus lusitanicus"
"PG64","Apodemus sylvaticus"
"PG64","Arvicola sapidus"
"PG64","Microtus agrestis"
"PG80","Microtus lusitanicus"
"PG64","Mus spretus"
"PG83","Sciurus vulgaris"
"QF07","Lutra lutra"
"PF86","Canis lupus"
"QG11","Canis lupus"
"NF36","Genetta genetta"
"QG11","Meles meles"
"QG11","Vulpes vulpes"
"QF17","Meles meles"
"QF07","Meles meles"
"QF17","Vulpes vulpes"
"QF07","Vulpes vulpes"
"QF07","Genetta genetta"
"QF07","Martes foina"
"QF17","Martes foina"
"QG10","Meles meles"
"QF28","Capreolus capreolus"
"QF07","Capreolus capreolus"
"QF08","Capreolus capreolus"
"QG11","Sus scrofa"
"PF43","Capreolus capreolus"
"QF17","Capreolus capreolus"
"QF17","Sus scrofa"
"QF07","Sus scrofa"
"QG11","Cervus elaphus"
"QG00","Sus scrofa"
"QG11","Oryctolagus cuniculus"
"QF17","Rattus rattus"
"NE14","Herpestes ichneumon"
"PD28","Herpestes ichneumon"
"NE75","Herpestes ichneumon"
"NE85","Herpestes ichneumon"
"NE54","Herpestes ichneumon"
"NE44","Herpestes ichneumon"
"PE43","Herpestes ichneumon"
"NC88","Herpestes ichneumon"
"ND37","Herpestes ichneumon"
"PD36","Herpestes ichneumon"
"NE63","Herpestes ichneumon"
"PE35","Herpestes ichneumon"
"PE56","Herpestes ichneumon"
"MD70","Herpestes ichneumon"
"PB26","Herpestes ichneumon"
"NC69","Herpestes ichneumon"
"NC91","Herpestes ichneumon"
"PC05","Herpestes ichneumon"
"NE45","Herpestes ichneumon"
"PC02","Herpestes ichneumon"
"PC04","Herpestes ichneumon"
"ND41","Herpestes ichneumon"
"PD50","Herpestes ichneumon"
"NE24","Herpestes ichneumon"
"NC58","Herpestes ichneumon"
"NE78","Herpestes ichneumon"
"NC77","Herpestes ichneumon"
"NC96","Herpestes ichneumon"
"PB16","Herpestes ichneumon"
"PE32","Herpestes ichneumon"
"PC51","Herpestes ichneumon"
"MD83","Herpestes ichneumon"
"MD82","Herpestes ichneumon"
"MD85","Herpestes ichneumon"
"PC37","Herpestes ichneumon"
"MD72","Herpestes ichneumon"
"ND59","Herpestes ichneumon"
"PB48","Herpestes ichneumon"
"PC32","Herpestes ichneumon"
"MD71","Herpestes ichneumon"
"NF30","Vulpes vulpes"
"PB07","Herpestes ichneumon"
"ND48","Herpestes ichneumon"
"NF93","Herpestes ichneumon"
"ND80","Herpestes ichneumon"
"PC07","Herpestes ichneumon"
"NF92","Herpestes ichneumon"
"NE23","Herpestes ichneumon"
"ND51","Herpestes ichneumon"
"PB00","Herpestes ichneumon"
"NC41","Herpestes ichneumon"
"NE64","Herpestes ichneumon"
"NE31","Herpestes ichneumon"
"NC66","Herpestes ichneumon"
"ND39","Herpestes ichneumon"
"NB21","Herpestes ichneumon"
"PC53","Herpestes ichneumon"
"PC30","Herpestes ichneumon"
"PC09","Herpestes ichneumon"
"PE11","Herpestes ichneumon"
"NB77","Herpestes ichneumon"
"NE40","Herpestes ichneumon"
"NC71","Herpestes ichneumon"
"NB43","Herpestes ichneumon"
"NB80","Herpestes ichneumon"
"ND49","Herpestes ichneumon"
"PE42","Herpestes ichneumon"
"NC63","Herpestes ichneumon"
