"utm10","especie"
"PC40","Herpestes ichneumon"
"PF02","Herpestes ichneumon"
"PE24","Herpestes ichneumon"
"PE61","Herpestes ichneumon"
"NE34","Herpestes ichneumon"
"NB94","Herpestes ichneumon"
"MD61","Herpestes ichneumon"
"NE29","Herpestes ichneumon"
"NE36","Herpestes ichneumon"
"MD62","Herpestes ichneumon"
"PC62","Vulpes vulpes"
"PC52","Vulpes vulpes"
"PC51","Meles meles"
"PC51","Vulpes vulpes"
"PC52","Meles meles"
"PC61","Vulpes vulpes"
"PC52","Martes foina"
"PC61","Meles meles"
"PC52","Herpestes ichneumon"
"PC51","Lutra lutra"
"PC62","Meles meles"
"PB16","Felis silvestris"
"PB48","Vulpes vulpes"
"PB15","Vulpes vulpes"
"PB48","Martes foina"
"PB48","Meles meles"
"PB16","Vulpes vulpes"
"PB15","Herpestes ichneumon"
"PB16","Meles meles"
"PB16","Martes foina"
"PB15","Martes foina"
"NB96","Vulpes vulpes"
"PB05","Vulpes vulpes"
"NB95","Vulpes vulpes"
"PB06","Martes foina"
"NB96","Lynx pardinus"
"PB06","Herpestes ichneumon"
"PB06","Vulpes vulpes"
"PB05","Herpestes ichneumon"
"PB05","Lutra lutra"
"NB95","Herpestes ichneumon"
"PB06","Lutra lutra"
"PB18","Vulpes vulpes"
"PB17","Lynx pardinus"
"NB96","Herpestes ichneumon"
"PB18","Meles meles"
"PB17","Vulpes vulpes"
"PB18","Martes foina"
"PB17","Meles meles"
"PB17","Lutra lutra"
"PB18","Herpestes ichneumon"
"PB16","Lynx pardinus"
"PB06","Lynx pardinus"
"PB06","Meles meles"
"PB06","Felis silvestris"
"PB18","Genetta genetta"
"PC72","Vulpes vulpes"
"NB96","Meles meles"
"PB17","Herpestes ichneumon"
"PB17","Martes foina"
"PB18","Lynx pardinus"
"PB16","Lutra lutra"
"PB16","Genetta genetta"
"PB17","Felis silvestris"
"NE18","Herpestes ichneumon"
"PB15","Meles meles"
"NF57","Vulpes vulpes"
"NC43","Martes foina"
"NC43","Meles meles"
"PC39","Herpestes ichneumon"
"NC60","Herpestes ichneumon"
"NC51","Lutra lutra"
"NC51","Herpestes ichneumon"
"NC44","Herpestes ichneumon"
"NC44","Meles meles"
"PD40","Meles meles"
"PD40","Herpestes ichneumon"
"PC08","Martes foina"
"PC08","Meles meles"
"PC08","Herpestes ichneumon"
"NC57","Martes foina"
"NC57","Meles meles"
"NC57","Herpestes ichneumon"
"NC57","Genetta genetta"
"PC29","Meles meles"
"PC29","Genetta genetta"
"NC47","Martes foina"
"NC47","Meles meles"
"NC47","Herpestes ichneumon"
"NC47","Genetta genetta"
"NC47","Lutra lutra"
"NC68","Martes foina"
"NC68","Meles meles"
"NC68","Herpestes ichneumon"
"NC68","Genetta genetta"
"NC44","Martes foina"
"NC44","Genetta genetta"
"NC44","Vulpes vulpes"
"NC43","Herpestes ichneumon"
"NC43","Genetta genetta"
"NC43","Vulpes vulpes"
"PC07","Vulpes vulpes"
"NC37","Martes foina"
"NC37","Meles meles"
"NC37","Herpestes ichneumon"
"NC37","Genetta genetta"
"NC37","Vulpes vulpes"
"NC97","Martes foina"
"NC97","Herpestes ichneumon"
"NC97","Genetta genetta"
"NC97","Vulpes vulpes"
"NC43","Lutra lutra"
"NC36","Meles meles"
"NC36","Herpestes ichneumon"
"NC36","Genetta genetta"
"NC36","Vulpes vulpes"
"NC36","Lutra lutra"
"PC19","Meles meles"
"PC19","Genetta genetta"
"PC19","Vulpes vulpes"
"NC47","Vulpes vulpes"
"PC19","Martes foina"
"PC08","Genetta genetta"
"NC42","Martes foina"
"NC42","Meles meles"
"NC42","Herpestes ichneumon"
"NC42","Genetta genetta"
"NC42","Vulpes vulpes"
"NC57","Vulpes vulpes"
"NC57","Lutra lutra"
"NC45","Martes foina"
"NC45","Meles meles"
"NC45","Herpestes ichneumon"
"NC45","Genetta genetta"
"NC45","Vulpes vulpes"
"NC45","Lutra lutra"
"NC67","Meles meles"
"NC67","Genetta genetta"
"NC67","Vulpes vulpes"
"NC97","Meles meles"
"PC29","Herpestes ichneumon"
"PC29","Vulpes vulpes"
"NC77","Vulpes vulpes"
"PD50","Meles meles"
"PD50","Genetta genetta"
"PD50","Vulpes vulpes"
"PC39","Meles meles"
"PC39","Vulpes vulpes"
"NC51","Martes foina"
"NC51","Meles meles"
"NC51","Genetta genetta"
"NC51","Vulpes vulpes"
"PC19","Lutra lutra"
"PC19","Herpestes ichneumon"
"PC18","Meles meles"
"NC97","Lutra lutra"
"NC77","Martes foina"
"NC77","Genetta genetta"
"PC18","Herpestes ichneumon"
"NC87","Mustela putorius"
"PC08","Lutra lutra"
"NC57","Mustela putorius"
"NC68","Vulpes vulpes"
"NC48","Herpestes ichneumon"
"NC41","Martes foina"
"NC33","Vulpes vulpes"
"PC14","Martes foina"
"PC03","Martes foina"
"NC61","Martes foina"
"NC96","Lutra lutra"
"NC32","Mustela nivalis"
"NC35","Herpestes ichneumon"
"NC35","Meles meles"
"NC32","Vulpes vulpes"
"NC35","Vulpes vulpes"
"NC38","Meles meles"
"NC47","Mustela putorius"
"NC91","Genetta genetta"
"PC14","Vulpes vulpes"
"NC91","Vulpes vulpes"
"NC48","Genetta genetta"
"NC75","Genetta genetta"
"PC03","Genetta genetta"
"NC61","Mustela putorius"
"NC76","Genetta genetta"
"NC41","Genetta genetta"
"NC74","Genetta genetta"
"PC13","Herpestes ichneumon"
"PD40","Vulpes vulpes"
"PC03","Mustela nivalis"
"PC01","Vulpes vulpes"
"PC15","Vulpes vulpes"
"NC86","Lutra lutra"
"PC03","Vulpes vulpes"
"PC05","Meles meles"
"NC85","Martes foina"
"PC03","Herpestes ichneumon"
"NC36","Mustela nivalis"
"NC27","Vulpes vulpes"
"NC41","Mustela putorius"
"PC15","Martes foina"
"PC03","Meles meles"
"NC38","Martes foina"
"NC75","Herpestes ichneumon"
"NC61","Lutra lutra"
"NC61","Herpestes ichneumon"
"PC13","Vulpes vulpes"
"PC02","Martes foina"
"NC85","Vulpes vulpes"
"NC38","Herpestes ichneumon"
"NC78","Vulpes vulpes"
"NC97","Mustela putorius"
"NC35","Genetta genetta"
"NC27","Herpestes ichneumon"
"NC35","Martes foina"
"NC35","Lutra lutra"
"NC61","Genetta genetta"
"PC06","Herpestes ichneumon"
"NC77","Lutra lutra"
"PC14","Genetta genetta"
"NC61","Meles meles"
"NC36","Martes foina"
"NC41","Vulpes vulpes"
"NC67","Martes foina"
"PD60","Herpestes ichneumon"
"NC77","Meles meles"
"PC14","Herpestes ichneumon"
"NC96","Mustela putorius"
"PC15","Meles meles"
"NC26","Genetta genetta"
"PD60","Lutra lutra"
"PD60","Vulpes vulpes"
"NC86","Martes foina"
"PC19","Mustela putorius"
"NC48","Martes foina"
"NC81","Herpestes ichneumon"
"PC14","Meles meles"
"NC60","Vulpes vulpes"
"PD60","Meles meles"
"NC76","Martes foina"
"NC61","Vulpes vulpes"
"PD30","Vulpes vulpes"
"NC75","Meles meles"
"NC26","Vulpes vulpes"
"PC06","Vulpes vulpes"
"NC41","Meles meles"
"NC81","Vulpes vulpes"
"NC86","Vulpes vulpes"
"NC87","Mustela nivalis"
"NC71","Mustela putorius"
"NC74","Martes foina"
"NC90","Herpestes ichneumon"
"PC08","Mustela putorius"
"NC81","Genetta genetta"
"NC38","Vulpes vulpes"
"NC91","Lutra lutra"
"PC15","Herpestes ichneumon"
"PC03","Mustela putorius"
"PC29","Lutra lutra"
"NC37","Lutra lutra"
"PC13","Martes foina"
"NC96","Vulpes vulpes"
"NC81","Lutra lutra"
"NC44","Lutra lutra"
"NC32","Herpestes ichneumon"
"NC26","Meles meles"
"NC78","Herpestes ichneumon"
"PC15","Lutra lutra"
"NC71","Meles meles"
"NC85","Mustela putorius"
"NC78","Meles meles"
"PC02","Mustela nivalis"
"NC42","Mustela nivalis"
"NC51","Mustela putorius"
"PC05","Genetta genetta"
"NC32","Martes foina"
"NC96","Martes foina"
"NC85","Meles meles"
"NC96","Genetta genetta"
"NC85","Genetta genetta"
"PC06","Martes foina"
"NC96","Meles meles"
"PC06","Meles meles"
"NC26","Martes foina"
"NC84","Herpestes ichneumon"
"NC84","Martes foina"
"NC86","Meles meles"
"NC84","Meles meles"
"NC76","Meles meles"
"NC84","Vulpes vulpes"
"NC76","Vulpes vulpes"
"NC74","Vulpes vulpes"
"NC26","Mustela nivalis"
"NC86","Mustela nivalis"
"NC76","Herpestes ichneumon"
"NC94","Herpestes ichneumon"
"NC94","Martes foina"
"NC93","Martes foina"
"NC94","Meles meles"
"NC94","Genetta genetta"
"NC94","Vulpes vulpes"
"NC93","Vulpes vulpes"
"PC01","Martes foina"
"NC75","Vulpes vulpes"
"NC60","Martes foina"
"PC24","Herpestes ichneumon"
"PC24","Martes foina"
"PC24","Genetta genetta"
"PC24","Vulpes vulpes"
"NC65","Martes foina"
"NC65","Genetta genetta"
"NC65","Vulpes vulpes"
"NC86","Herpestes ichneumon"
"NC86","Genetta genetta"
"PC02","Vulpes vulpes"
"NB69","Vulpes vulpes"
"NC35","Mustela putorius"
"NC55","Herpestes ichneumon"
"NC55","Martes foina"
"NC55","Genetta genetta"
"NC55","Vulpes vulpes"
"NC71","Genetta genetta"
"NC31","Herpestes ichneumon"
"NC31","Martes foina"
"NC31","Genetta genetta"
"NC31","Vulpes vulpes"
"NC30","Herpestes ichneumon"
"NC30","Martes foina"
"NC30","Meles meles"
"NC30","Genetta genetta"
"NC30","Vulpes vulpes"
"NC40","Herpestes ichneumon"
"NC40","Martes foina"
"NC40","Meles meles"
"NC32","Meles meles"
"NC32","Genetta genetta"
"NC92","Martes foina"
"PC02","Meles meles"
"NC92","Meles meles"
"PC02","Genetta genetta"
"NC92","Vulpes vulpes"
"NC91","Meles meles"
"NC80","Herpestes ichneumon"
"NC80","Martes foina"
"NC70","Meles meles"
"NC80","Vulpes vulpes"
"NC72","Martes foina"
"NC60","Meles meles"
"NC72","Meles meles"
"NC60","Genetta genetta"
"NC71","Lutra lutra"
"NC38","Mustela putorius"
"NC71","Vulpes vulpes"
"NC86","Mustela putorius"
"PC05","Martes foina"
"NC33","Meles meles"
"NC81","Mustela putorius"
"NC81","Meles meles"
"NC68","Lutra lutra"
"PC06","Mustela putorius"
"NC85","Herpestes ichneumon"
"NC52","Vulpes vulpes"
"NC26","Herpestes ichneumon"
"NC38","Genetta genetta"
"PC29","Mustela nivalis"
"NC77","Mustela putorius"
"PC05","Vulpes vulpes"
"PC13","Mustela nivalis"
"NC68","Mustela nivalis"
"NC71","Mustela nivalis"
"NC37","Mustela nivalis"
"NC48","Meles meles"
"PC01","Genetta genetta"
"NC44","Mustela putorius"
"NC81","Martes foina"
"PD60","Genetta genetta"
"NC67","Mustela nivalis"
"NC57","Mustela nivalis"
"NC47","Mustela nivalis"
"PC13","Genetta genetta"
"NC42","Mustela putorius"
"PC08","Mustela nivalis"
"NC26","Lutra lutra"
"NC48","Mustela putorius"
"NC48","Lutra lutra"
"NC42","Lutra lutra"
"NC33","Genetta genetta"
"NC78","Lutra lutra"
"NC71","Martes foina"
"NC91","Mustela putorius"
"PC03","Lutra lutra"
"NC27","Meles meles"
"NC77","Mustela nivalis"
"NC45","Mustela putorius"
"NC52","Martes foina"
"NC52","Mustela putorius"
"NC48","Vulpes vulpes"
"NC58","Martes foina"
"PC01","Mustela putorius"
"NF60","Erinaceus europaeus"
"NF42","Erinaceus europaeus"
"NF84","Erinaceus europaeus"
"NE53","Erinaceus europaeus"
"NF74","Oryctolagus cuniculus"
"NF62","Oryctolagus cuniculus"
"NF93","Lepus granatensis"
"NF72","Oryctolagus cuniculus"
"NF83","Oryctolagus cuniculus"
"NF93","Sciurus vulgaris"
"NF71","Eliomys quercinus"
"NF91","Sciurus vulgaris"
"PF59","Vulpes vulpes"
"PF59","Martes foina"
"PG54","Vulpes vulpes"
"PG73","Vulpes vulpes"
"PG54","Meles meles"
"PG80","Vulpes vulpes"
"PG80","Martes foina"
"PG80","Martes martes"
"QF09","Vulpes vulpes"
"PG42","Genetta genetta"
"PG42","Martes foina"
"PG42","Vulpes vulpes"
"PG61","Martes martes"
"PG61","Vulpes vulpes"
"PF78","Vulpes vulpes"
"PF47","Vulpes vulpes"
"PG30","Vulpes vulpes"
"PG30","Martes foina"
"PF16","Vulpes vulpes"
"PF28","Martes foina"
"NF81","Lutra lutra"
"NE74","Martes foina"
"NF93","Martes foina"
"NF62","Genetta genetta"
"NF62","Vulpes vulpes"
"NF62","Herpestes ichneumon"
"NF62","Martes foina"
"NF62","Meles meles"
"NF93","Vulpes vulpes"
"NF94","Vulpes vulpes"
"NF73","Vulpes vulpes"
"NF70","Vulpes vulpes"
"NF73","Martes foina"
"NF74","Vulpes vulpes"
"NF93","Meles meles"
"NF73","Genetta genetta"
"NF83","Herpestes ichneumon"
"NF41","Vulpes vulpes"
"NF83","Vulpes vulpes"
"NF82","Vulpes vulpes"
"NF72","Vulpes vulpes"
"NF74","Meles meles"
"NF93","Mustela nivalis"
"NE39","Mustela nivalis"
"NF92","Vulpes vulpes"
"NF62","Sus scrofa"
"NF62","Capreolus capreolus"
"NF93","Capreolus capreolus"
"NF73","Sus scrofa"
"NF93","Sus scrofa"
"NF72","Sus scrofa"
"NF83","Sus scrofa"
"NF30","Meles meles"
"PE66","Meles meles"
"PE28","Meles meles"
"PE23","Meles meles"
"NE47","Meles meles"
"PF55","Meles meles"
"NF48","Genetta genetta"
"NF48","Meles meles"
"NF48","Vulpes vulpes"
"NF80","Meles meles"
"NE66","Meles meles"
"PD19","Meles meles"
"PD19","Mustela nivalis"
"NE35","Meles meles"
"NE54","Genetta genetta"
"PE16","Meles meles"
"PE16","Mustela nivalis"
"PE16","Vulpes vulpes"
"PE35","Meles meles"
"NF92","Lutra lutra"
"NF92","Martes foina"
"NF92","Meles meles"
"NE78","Meles meles"
"NE78","Vulpes vulpes"
"PE78","Lutra lutra"
"PE88","Meles meles"
"PF11","Martes foina"
"PF01","Meles meles"
"PF11","Meles meles"
"NE97","Genetta genetta"
"NE97","Lutra lutra"
"NE97","Martes foina"
"NE97","Meles meles"
"NE97","Vulpes vulpes"
"NE23","Genetta genetta"
"NE23","Meles meles"
"NE23","Vulpes vulpes"
"PF61","Martes foina"
"PF51","Martes foina"
"PF61","Meles meles"
"PF60","Meles meles"
"PF61","Vulpes vulpes"
"NE80","Martes foina"
"NE80","Meles meles"
"NE92","Herpestes ichneumon"
"NE92","Martes foina"
"NE92","Meles meles"
"PE09","Genetta genetta"
"PE09","Herpestes ichneumon"
"PF30","Martes foina"
"PE09","Meles meles"
"PE09","Vulpes vulpes"
"PF30","Meles meles"
"PE47","Meles meles"
"NE85","Meles meles"
"PE40","Herpestes ichneumon"
"PF42","Genetta genetta"
"PE13","Herpestes ichneumon"
"PE11","Martes foina"
"PE13","Martes foina"
"PF42","Martes foina"
"PE21","Meles meles"
"PE13","Mustela putorius"
"PF42","Meles meles"
"PE52","Herpestes ichneumon"
"PE52","Lutra lutra"
"PE52","Martes foina"
"PE64","Martes foina"
"PE52","Meles meles"
"PE52","Vulpes vulpes"
"PE54","Martes foina"
"PE54","Mustela putorius"
"NE28","Genetta genetta"
"NE28","Vulpes vulpes"
"PG91","Meles meles"
"PE59","Sus scrofa"
"PD19","Cervus elaphus"
"NE54","Cervus elaphus"
"PE35","Sus scrofa"
"PE88","Sus scrofa"
"NE23","Sus scrofa"
"NE80","Sus scrofa"
"NE92","Sus scrofa"
"PE21","Cervus elaphus"
"PE13","Sus scrofa"
"PE52","Cervus elaphus"
"PE54","Cervus elaphus"
"PE64","Sus scrofa"
"PE54","Sus scrofa"
"NE28","Sus scrofa"
"NF80","Oryctolagus cuniculus"
"PE59","Oryctolagus cuniculus"
"NE35","Oryctolagus cuniculus"
"PE35","Oryctolagus cuniculus"
"NF92","Oryctolagus cuniculus"
"PE78","Lepus granatensis"
"PE88","Oryctolagus cuniculus"
"PF11","Oryctolagus cuniculus"
"NE97","Oryctolagus cuniculus"
"NE23","Oryctolagus cuniculus"
"PF60","Lepus granatensis"
"PF51","Oryctolagus cuniculus"
"PF60","Oryctolagus cuniculus"
"NE80","Oryctolagus cuniculus"
"NE92","Oryctolagus cuniculus"
"PE09","Oryctolagus cuniculus"
"PF30","Oryctolagus cuniculus"
"PE47","Oryctolagus cuniculus"
"PE13","Oryctolagus cuniculus"
"PE54","Oryctolagus cuniculus"
"NE28","Oryctolagus cuniculus"
"NC42","Crocidura russula"
"NB69","Crocidura russula"
"NC60","Crocidura russula"
"NC51","Crocidura russula"
"NC43","Crocidura russula"
"NC45","Crocidura russula"
"NC47","Crocidura russula"
"NC57","Crocidura russula"
"NC31","Crocidura russula"
"NC44","Crocidura russula"
"NC42","Mus spretus"
"NC42","Apodemus sylvaticus"
"NB69","Apodemus sylvaticus"
"NB69","Mus spretus"
"NC60","Mus spretus"
"NC51","Apodemus sylvaticus"
"NC51","Mus spretus"
"NC43","Mus spretus"
"NC45","Apodemus sylvaticus"
"NC47","Mus spretus"
"NC47","Apodemus sylvaticus"
"NC57","Apodemus sylvaticus"
"NC31","Apodemus sylvaticus"
"NC60","Apodemus sylvaticus"
"NC44","Apodemus sylvaticus"
"NC55","Apodemus sylvaticus"
"NC30","Apodemus sylvaticus"
"NC32","Apodemus sylvaticus"
"NC36","Apodemus sylvaticus"
"NB26","Apodemus sylvaticus"
"NB37","Apodemus sylvaticus"
"NC40","Apodemus sylvaticus"
"NC53","Apodemus sylvaticus"
"NB28","Apodemus sylvaticus"
"NB29","Apodemus sylvaticus"
"NC43","Apodemus sylvaticus"
"NC21","Apodemus sylvaticus"
"NC20","Apodemus sylvaticus"
"NC22","Apodemus sylvaticus"
"NC41","Apodemus sylvaticus"
"NB49","Apodemus sylvaticus"
"NB39","Apodemus sylvaticus"
"NB38","Apodemus sylvaticus"
"NC33","Apodemus sylvaticus"
"NC54","Apodemus sylvaticus"
"NB48","Apodemus sylvaticus"
"NC52","Apodemus sylvaticus"
"NC62","Apodemus sylvaticus"
"NC63","Apodemus sylvaticus"
"NC75","Apodemus sylvaticus"
"NC74","Apodemus sylvaticus"
"NC64","Apodemus sylvaticus"
"NC66","Apodemus sylvaticus"
"NC19","Genetta genetta"
"NC19","Herpestes ichneumon"
"ND10","Herpestes ichneumon"
"NC19","Mustela nivalis"
"ND10","Vulpes vulpes"
"ND10","Genetta genetta"
"ND10","Meles meles"
"ND10","Lutra lutra"
"ND10","Martes foina"
"NC19","Vulpes vulpes"
"NC19","Martes foina"
"NC19","Lutra lutra"
"NC19","Sus scrofa"
"ND10","Sus scrofa"
"NC46","Crocidura russula"
"NC79","Genetta genetta"
"PD33","Martes foina"
"PD06","Meles meles"
"PD16","Martes foina"
"PD07","Herpestes ichneumon"
"PD26","Vulpes vulpes"
"PC20","Genetta genetta"
"NC66","Genetta genetta"
"ND08","Genetta genetta"
"NC88","Genetta genetta"
"NC78","Martes foina"
"NC69","Genetta genetta"
"MD98","Genetta genetta"
"NC53","Genetta genetta"
"PD13","Genetta genetta"
"NF53","Genetta genetta"
"PF01","Martes martes"
"PF01","Genetta genetta"
"PF01","Vulpes vulpes"
"MD61","Genetta genetta"
"PD59","Lutra lutra"
"PD59","Vulpes vulpes"
"PC49","Vulpes vulpes"
"PC49","Herpestes ichneumon"
"MC95","Genetta genetta"
"NC29","Lutra lutra"
"NC63","Lutra lutra"
"ND41","Meles meles"
"ND20","Vulpes vulpes"
"MD93","Meles meles"
"NC64","Lutra lutra"
"PD59","Cervus elaphus"
"PD59","Sus scrofa"
"MD61","Sus scrofa"
"PD35","Sus scrofa"
"PC49","Cervus elaphus"
"PC49","Sus scrofa"
"PC49","Dama dama"
"ND41","Sus scrofa"
"MD71","Sus scrofa"
"MD71","Dama dama"
"MD71","Cervus elaphus"
"MD93","Sus scrofa"
"MD61","Erinaceus europaeus"
"MC88","Erinaceus europaeus"
"MD61","Talpa occidentalis"
"PD59","Lepus granatensis"
"ND41","Lepus granatensis"
"ND41","Oryctolagus cuniculus"
"MD61","Eliomys quercinus"
"ND07","Vulpes vulpes"
"ME90","Vulpes vulpes"
"ND58","Meles meles"
"MD72","Vulpes vulpes"
"MD84","Vulpes vulpes"
"MD92","Vulpes vulpes"
"ND38","Vulpes vulpes"
"MD86","Lutra lutra"
"NC06","Vulpes vulpes"
"ND19","Genetta genetta"
"ND58","Vulpes vulpes"
"MD86","Mustela putorius"
"ND57","Vulpes vulpes"
"MC87","Vulpes vulpes"
"ND66","Vulpes vulpes"
"MD72","Genetta genetta"
"ND00","Herpestes ichneumon"
"NC09","Mustela nivalis"
"MD63","Vulpes vulpes"
"MD82","Vulpes vulpes"
"NE10","Genetta genetta"
"ND19","Vulpes vulpes"
"ND02","Meles meles"
"MD92","Meles meles"
"ND00","Vulpes vulpes"
"MD92","Genetta genetta"
"ND00","Mustela putorius"
"ND03","Meles meles"
"MD74","Vulpes vulpes"
"ND13","Meles meles"
"MD93","Vulpes vulpes"
"NF20","Vulpes vulpes"
"ND00","Meles meles"
"NC09","Vulpes vulpes"
"ND00","Sus scrofa"
"ND07","Erinaceus europaeus"
"ND11","Erinaceus europaeus"
"MD86","Erinaceus europaeus"
"ND18","Erinaceus europaeus"
"MC89","Erinaceus europaeus"
"ND35","Erinaceus europaeus"
"MC69","Erinaceus europaeus"
"MD74","Erinaceus europaeus"
"MC78","Erinaceus europaeus"
"MD86","Lepus granatensis"
"ND19","Oryctolagus cuniculus"
"ND00","Lepus granatensis"
"MD95","Sciurus vulgaris"
"MD92","Rattus norvegicus"
"MD86","Sciurus vulgaris"
"MC89","Mus spretus"
"NG61","Martes martes"
"PG03","Mustela nivalis"
"NG64","Mustela putorius"
"NG72","Felis silvestris"
"NG62","Martes martes"
"NG63","Martes martes"
"NG71","Mustela nivalis"
"NG64","Genetta genetta"
"NG55","Neovison vison"
"NG34","Neovison vison"
"NG35","Neovison vison"
"NG14","Neovison vison"
"NG56","Neovison vison"
"NG53","Genetta genetta"
"NG60","Mustela erminea"
"NG53","Neovison vison"
"NG71","Genetta genetta"
"NG61","Genetta genetta"
"NG72","Genetta genetta"
"NG63","Genetta genetta"
"NG65","Neovison vison"
"PF19","Mustela nivalis"
"NG63","Neovison vison"
"NG75","Neovison vison"
"NG92","Martes martes"
"NG32","Neovison vison"
"NG44","Neovison vison"
"NG11","Neovison vison"
"NF19","Neovison vison"
"NF93","Mustela erminea"
"NG91","Mustela erminea"
"NG62","Mustela nivalis"
"PC51","Martes foina"
"NG34","Felis silvestris"
"NF27","Neovison vison"
"NF28","Genetta genetta"
"NG13","Neovison vison"
"NF39","Genetta genetta"
"NF48","Neovison vison"
"NG92","Lutra lutra"
"PF07","Vulpes vulpes"
"PF07","Lutra lutra"
"PF07","Martes foina"
"NF27","Meles meles"
"PF07","Genetta genetta"
"NC11","Herpestes ichneumon"
"NF49","Mustela putorius"
"PC62","Herpestes ichneumon"
"MC96","Mustela putorius"
"NG65","Vulpes vulpes"
"NG62","Vulpes vulpes"
"MC97","Mustela putorius"
"MD71","Mustela putorius"
"NC06","Mustela putorius"
"NG24","Mustela putorius"
"NG72","Mustela putorius"
"NG43","Genetta genetta"
"NG33","Felis silvestris"
"NG55","Felis silvestris"
"NG22","Genetta genetta"
"NG23","Vulpes vulpes"
"NG63","Vulpes vulpes"
"NG63","Felis silvestris"
"NG63","Martes foina"
"NG41","Mustela putorius"
"NG92","Mustela erminea"
"NG52","Neovison vison"
"NG82","Mustela nivalis"
"NG71","Mustela erminea"
"NG61","Mustela putorius"
"NG82","Genetta genetta"
"NG94","Mustela nivalis"
"NG61","Vulpes vulpes"
"NG62","Martes foina"
"NG93","Mustela nivalis"
"PG10","Mustela erminea"
"NG81","Vulpes vulpes"
"NG92","Mustela putorius"
"NG92","Meles meles"
"PG02","Mustela putorius"
"NG65","Felis silvestris"
"PG12","Meles meles"
"NG73","Vulpes vulpes"
"NG93","Felis silvestris"
"NG72","Lutra lutra"
"NG72","Neovison vison"
"NG61","Martes foina"
"NG92","Felis silvestris"
"PG03","Felis silvestris"
"PG03","Mustela putorius"
"NC25","Lutra lutra"
"NC25","Meles meles"
"NG64","Meles meles"
"PC10","Felis silvestris"
"PC35","Mustela putorius"
"PG02","Felis silvestris"
"NF66","Mustela erminea"
"NB00","Vulpes vulpes"
"NG42","Genetta genetta"
"NG34","Mustela putorius"
"NG44","Vulpes vulpes"
"NC06","Genetta genetta"
"PF23","Mustela erminea"
"NC12","Lutra lutra"
"NG65","Meles meles"
"PG02","Mustela erminea"
"NF76","Mustela erminea"
"NG83","Genetta genetta"
"NG93","Vulpes vulpes"
"NG83","Vulpes vulpes"
"PG03","Vulpes vulpes"
"PG13","Genetta genetta"
"MC95","Meles meles"
"NG60","Genetta genetta"
"PG81","Vulpes vulpes"
"NG24","Neovison vison"
"NG25","Martes foina"
"NC23","Meles meles"
"NC25","Herpestes ichneumon"
"NG42","Lutra lutra"
"NF72","Canis lupus"
"NG42","Neovison vison"
"NG93","Lutra lutra"
"NG34","Vulpes vulpes"
"NF93","Canis lupus"
"PF13","Canis lupus"
"NB36","Genetta genetta"
"NB26","Vulpes vulpes"
"NF27","Vulpes vulpes"
"NG75","Vulpes vulpes"
"NG54","Canis lupus"
"PF03","Canis lupus"
"NG54","Vulpes vulpes"
"NG64","Vulpes vulpes"
"PF02","Canis lupus"
"NF74","Canis lupus"
"NG44","Canis lupus"
"NF73","Canis lupus"
"NF38","Procyon lotor"
"NF94","Canis lupus"
"NG55","Canis lupus"
"NG65","Canis lupus"
"PF02","Vulpes vulpes"
"NG92","Vulpes vulpes"
"NC05","Vulpes vulpes"
"NG63","Canis lupus"
"MC95","Vulpes vulpes"
"NF37","Genetta genetta"
"NF27","Mustela nivalis"
"NF37","Vulpes vulpes"
"PF12","Canis lupus"
"NG64","Canis lupus"
"PF33","Canis lupus"
"PF03","Vulpes vulpes"
"PF04","Canis lupus"
"NF62","Canis lupus"
"PF22","Canis lupus"
"PF32","Canis lupus"
"NG91","Mustela putorius"
"NF83","Canis lupus"
"PF21","Canis lupus"
"PC62","Lutra lutra"
"NF82","Canis lupus"
"NF84","Canis lupus"
"PF11","Vulpes vulpes"
"PF22","Vulpes vulpes"
"PF13","Vulpes vulpes"
"NG12","Neovison vison"
"NF27","Lutra lutra"
"PF12","Vulpes vulpes"
"PC16","Herpestes ichneumon"
"NF27","Genetta genetta"
"NG92","Neovison vison"
"NG35","Vulpes vulpes"
"PF42","Vulpes vulpes"
"PF04","Vulpes vulpes"
"NG33","Canis lupus"
"NG33","Vulpes vulpes"
"PF33","Vulpes vulpes"
"NG10","Genetta genetta"
"QG00","Lutra lutra"
"QG00","Genetta genetta"
"QG00","Meles meles"
"QG00","Vulpes vulpes"
"NG62","Genetta genetta"
"NF19","Procyon lotor"
"PF21","Vulpes vulpes"
"PF32","Vulpes vulpes"
"NG72","Canis lupus"
"NG22","Canis lupus"
"PB39","Meles meles"
"PB29","Vulpes vulpes"
"PC35","Vulpes vulpes"
"NG93","Meles meles"
"NF38","Lutra lutra"
"MC96","Genetta genetta"
"NG72","Vulpes vulpes"
"NF38","Genetta genetta"
"NG34","Canis lupus"
"NG71","Vulpes vulpes"
"NG72","Martes martes"
"NF58","Lutra lutra"
"NC06","Mustela nivalis"
"NF38","Vulpes vulpes"
"NF27","Mustela putorius"
"PC24","Meles meles"
"PD20","Mustela putorius"
"PC59","Genetta genetta"
"PC25","Vulpes vulpes"
"NG12","Canis lupus"
"NG32","Vulpes vulpes"
"NG82","Vulpes vulpes"
"PG84","Genetta genetta"
"PG84","Vulpes vulpes"
"NF38","Mustela nivalis"
"NG23","Canis lupus"
"NG83","Martes foina"
"NG93","Martes martes"
"NC21","Meles meles"
"NG61","Meles meles"
"PG41","Neovison vison"
