"utm10","centr_x","centr_y","especie","ordem","recente","confirmado"
"PF23",NA,NA,"Mustela erminea",NA,NA,NA
"NC12",NA,NA,"Lutra lutra",NA,NA,NA
"NG65",NA,NA,"Meles meles",NA,NA,NA
"PG02",NA,NA,"Mustela erminea",NA,NA,NA
"NF76",NA,NA,"Mustela erminea",NA,NA,NA
"NG83",NA,NA,"Genetta genetta",NA,NA,NA
"NG93",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG83",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG03",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG13",NA,NA,"Genetta genetta",NA,NA,NA
"MC95",NA,NA,"Meles meles",NA,NA,NA
"NG60",NA,NA,"Genetta genetta",NA,NA,NA
"PG81",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG24",NA,NA,"Neovison vison",NA,NA,NA
"NG25",NA,NA,"Martes foina",NA,NA,NA
"NC23",NA,NA,"Meles meles",NA,NA,NA
"NC25",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NG42",NA,NA,"Lutra lutra",NA,NA,NA
"NF72",NA,NA,"Canis lupus",NA,NA,NA
"NG42",NA,NA,"Neovison vison",NA,NA,NA
"NG93",NA,NA,"Lutra lutra",NA,NA,NA
"NG34",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF93",NA,NA,"Canis lupus",NA,NA,NA
"PF13",NA,NA,"Canis lupus",NA,NA,NA
"NB36",NA,NA,"Genetta genetta",NA,NA,NA
"NB26",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF27",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG75",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG54",NA,NA,"Canis lupus",NA,NA,NA
"PF03",NA,NA,"Canis lupus",NA,NA,NA
"NG54",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG64",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF02",NA,NA,"Canis lupus",NA,NA,NA
"NF74",NA,NA,"Canis lupus",NA,NA,NA
"NG44",NA,NA,"Canis lupus",NA,NA,NA
"NF73",NA,NA,"Canis lupus",NA,NA,NA
"NF38",NA,NA,"Procyon lotor",NA,NA,NA
"NF94",NA,NA,"Canis lupus",NA,NA,NA
"NG55",NA,NA,"Canis lupus",NA,NA,NA
"NG65",NA,NA,"Canis lupus",NA,NA,NA
"PF02",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG92",NA,NA,"Vulpes vulpes",NA,NA,NA
"NC05",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG63",NA,NA,"Canis lupus",NA,NA,NA
"MC95",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF37",NA,NA,"Genetta genetta",NA,NA,NA
"NF27",NA,NA,"Mustela nivalis",NA,NA,NA
"NF37",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF12",NA,NA,"Canis lupus",NA,NA,NA
"NG64",NA,NA,"Canis lupus",NA,NA,NA
"PF33",NA,NA,"Canis lupus",NA,NA,NA
"PF03",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF04",NA,NA,"Canis lupus",NA,NA,NA
"NF62",NA,NA,"Canis lupus",NA,NA,NA
"PF22",NA,NA,"Canis lupus",NA,NA,NA
"PF32",NA,NA,"Canis lupus",NA,NA,NA
"NG91",NA,NA,"Mustela putorius",NA,NA,NA
"NF83",NA,NA,"Canis lupus",NA,NA,NA
"PF21",NA,NA,"Canis lupus",NA,NA,NA
"PC62",NA,NA,"Lutra lutra",NA,NA,NA
"NF82",NA,NA,"Canis lupus",NA,NA,NA
"NF84",NA,NA,"Canis lupus",NA,NA,NA
"PF11",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF22",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF13",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG12",NA,NA,"Neovison vison",NA,NA,NA
"NF27",NA,NA,"Lutra lutra",NA,NA,NA
"PF12",NA,NA,"Vulpes vulpes",NA,NA,NA
"PC16",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NF27",NA,NA,"Genetta genetta",NA,NA,NA
"NG92",NA,NA,"Neovison vison",NA,NA,NA
"NG35",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF42",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF04",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG33",NA,NA,"Canis lupus",NA,NA,NA
"NG33",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF33",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG10",NA,NA,"Genetta genetta",NA,NA,NA
"QG00",NA,NA,"Lutra lutra",NA,NA,NA
"QG00",NA,NA,"Genetta genetta",NA,NA,NA
"QG00",NA,NA,"Meles meles",NA,NA,NA
"QG00",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG62",NA,NA,"Genetta genetta",NA,NA,NA
"NF19",NA,NA,"Procyon lotor",NA,NA,NA
"PF21",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF32",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG72",NA,NA,"Canis lupus",NA,NA,NA
"NG22",NA,NA,"Canis lupus",NA,NA,NA
"PB39",NA,NA,"Meles meles",NA,NA,NA
"PB29",NA,NA,"Vulpes vulpes",NA,NA,NA
"PC35",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG93",NA,NA,"Meles meles",NA,NA,NA
"NF38",NA,NA,"Lutra lutra",NA,NA,NA
"MC96",NA,NA,"Genetta genetta",NA,NA,NA
"NG72",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF38",NA,NA,"Genetta genetta",NA,NA,NA
"NG34",NA,NA,"Canis lupus",NA,NA,NA
"NG71",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG72",NA,NA,"Martes martes",NA,NA,NA
"NF58",NA,NA,"Lutra lutra",NA,NA,NA
"NC06",NA,NA,"Mustela nivalis",NA,NA,NA
"NF38",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF27",NA,NA,"Mustela putorius",NA,NA,NA
"PC24",NA,NA,"Meles meles",NA,NA,NA
"PD20",NA,NA,"Mustela putorius",NA,NA,NA
"PC59",NA,NA,"Genetta genetta",NA,NA,NA
"PC25",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG12",NA,NA,"Canis lupus",NA,NA,NA
"NG32",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG82",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG84",NA,NA,"Genetta genetta",NA,NA,NA
"PG84",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF38",NA,NA,"Mustela nivalis",NA,NA,NA
"NG23",NA,NA,"Canis lupus",NA,NA,NA
"NG83",NA,NA,"Martes foina",NA,NA,NA
"NG93",NA,NA,"Martes martes",NA,NA,NA
"NC21",NA,NA,"Meles meles",NA,NA,NA
"NG61",NA,NA,"Meles meles",NA,NA,NA
"PG41",NA,NA,"Neovison vison",NA,NA,NA
"NC21",NA,NA,"Herpestes ichneumon",NA,NA,NA
"PB39",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG71",NA,NA,"Martes martes",NA,NA,NA
"NG71",NA,NA,"Mustela putorius",NA,NA,NA
"PF49",NA,NA,"Neovison vison",NA,NA,NA
"NG22",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF43",NA,NA,"Canis lupus",NA,NA,NA
"NG12",NA,NA,"Vulpes vulpes",NA,NA,NA
"QG11",NA,NA,"Lutra lutra",NA,NA,NA
"QG11",NA,NA,"Genetta genetta",NA,NA,NA
"NB25",NA,NA,"Meles meles",NA,NA,NA
"NC20",NA,NA,"Meles meles",NA,NA,NA
"ND24",NA,NA,"Meles meles",NA,NA,NA
"NE32",NA,NA,"Genetta genetta",NA,NA,NA
"NG80",NA,NA,"Canis lupus",NA,NA,NA
"NG43",NA,NA,"Canis lupus",NA,NA,NA
"NG43",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG53",NA,NA,"Canis lupus",NA,NA,NA
"NF28",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF28",NA,NA,"Mustela nivalis",NA,NA,NA
"NF28",NA,NA,"Lutra lutra",NA,NA,NA
"PF31",NA,NA,"Canis lupus",NA,NA,NA
"NG52",NA,NA,"Martes martes",NA,NA,NA
"PC53",NA,NA,"Genetta genetta",NA,NA,NA
"MD63",NA,NA,"Mustela nivalis",NA,NA,NA
"NG83",NA,NA,"Martes martes",NA,NA,NA
"NG72",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG54",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG83",NA,NA,"Capra pyrenaica",NA,NA,NA
"NG93",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG03",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG92",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG53",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG63",NA,NA,"Capreolus capreolus",NA,NA,NA
"QG00",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG62",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG72",NA,NA,"Capra pyrenaica",NA,NA,NA
"NG72",NA,NA,"Sus scrofa",NA,NA,NA
"NG73",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG71",NA,NA,"Capreolus capreolus",NA,NA,NA
"NF38",NA,NA,"Sus scrofa",NA,NA,NA
"NG61",NA,NA,"Sus scrofa",NA,NA,NA
"NG61",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG71",NA,NA,"Sus scrofa",NA,NA,NA
"QG11",NA,NA,"Capreolus capreolus",NA,NA,NA
"PC63",NA,NA,"Cervus elaphus",NA,NA,NA
"PC72",NA,NA,"Cervus elaphus",NA,NA,NA
"PC71",NA,NA,"Cervus elaphus",NA,NA,NA
"PC62",NA,NA,"Cervus elaphus",NA,NA,NA
"PC52",NA,NA,"Cervus elaphus",NA,NA,NA
"PC61",NA,NA,"Dama dama",NA,NA,NA
"NG72",NA,NA,"Crocidura russula",NA,NA,NA
"NG72",NA,NA,"Sorex granarius",NA,NA,NA
"NG63",NA,NA,"Crocidura russula",NA,NA,NA
"NG63",NA,NA,"Sorex granarius",NA,NA,NA
"NG63",NA,NA,"Talpa occidentalis",NA,NA,NA
"NF27",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NG72",NA,NA,"Talpa occidentalis",NA,NA,NA
"NG83",NA,NA,"Talpa occidentalis",NA,NA,NA
"NG93",NA,NA,"Crocidura russula",NA,NA,NA
"NG82",NA,NA,"Crocidura russula",NA,NA,NA
"NC11",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NG42",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NB51",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NG64",NA,NA,"Talpa occidentalis",NA,NA,NA
"NB81",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NF48",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NG71",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NG44",NA,NA,"Neomys anomalus",NA,NA,NA
"NG72",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG62",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG61",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG63",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG64",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG82",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG93",NA,NA,"Lepus granatensis",NA,NA,NA
"NG75",NA,NA,"Lepus granatensis",NA,NA,NA
"NF38",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NC11",NA,NA,"Lepus granatensis",NA,NA,NA
"NF28",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG65",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG61",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NG71",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NG72",NA,NA,"Microtus agrestis",NA,NA,NA
"NG63",NA,NA,"Microtus agrestis",NA,NA,NA
"NG63",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NG63",NA,NA,"Eliomys quercinus",NA,NA,NA
"NG71",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NG61",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NG72",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NG72",NA,NA,"Rattus rattus",NA,NA,NA
"NG63",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NG63",NA,NA,"Rattus rattus",NA,NA,NA
"NF27",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG72",NA,NA,"Eliomys quercinus",NA,NA,NA
"NG71",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG72",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG62",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG83",NA,NA,"Eliomys quercinus",NA,NA,NA
"NG93",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NG93",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NG92",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG82",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NG82",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NG93",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NF28",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG93",NA,NA,"Arvicola sapidus",NA,NA,NA
"NG65",NA,NA,"Arvicola sapidus",NA,NA,NA
"NG61",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG61",NA,NA,"Eliomys quercinus",NA,NA,NA
"QG11",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF63",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF63",NA,NA,"Herpestes ichneumon",NA,NA,NA
"PF63",NA,NA,"Meles meles",NA,NA,NA
"PE26",NA,NA,"Mustela nivalis",NA,NA,NA
"PF63",NA,NA,"Martes foina",NA,NA,NA
"PF77",NA,NA,"Lutra lutra",NA,NA,NA
"PF77",NA,NA,"Mustela putorius",NA,NA,NA
"PF97",NA,NA,"Mustela erminea",NA,NA,NA
"NE46",NA,NA,"Meles meles",NA,NA,NA
"NE46",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NE55",NA,NA,"Meles meles",NA,NA,NA
"NE56",NA,NA,"Vulpes vulpes",NA,NA,NA
"NE56",NA,NA,"Martes foina",NA,NA,NA
"NE36",NA,NA,"Vulpes vulpes",NA,NA,NA
"NE45",NA,NA,"Vulpes vulpes",NA,NA,NA
"NE45",NA,NA,"Meles meles",NA,NA,NA
"NE55",NA,NA,"Genetta genetta",NA,NA,NA
"NE55",NA,NA,"Martes foina",NA,NA,NA
"NE55",NA,NA,"Vulpes vulpes",NA,NA,NA
"NE55",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NE46",NA,NA,"Vulpes vulpes",NA,NA,NA
"NE46",NA,NA,"Genetta genetta",NA,NA,NA
"NE56",NA,NA,"Genetta genetta",NA,NA,NA
"NE36",NA,NA,"Meles meles",NA,NA,NA
"NE45",NA,NA,"Genetta genetta",NA,NA,NA
"NE45",NA,NA,"Mustela nivalis",NA,NA,NA
"PD33",NA,NA,"Mustela putorius",NA,NA,NA
"PE17",NA,NA,"Meles meles",NA,NA,NA
"QF09",NA,NA,"Lutra lutra",NA,NA,NA
"NF30",NA,NA,"Mustela nivalis",NA,NA,NA
"PE17",NA,NA,"Herpestes ichneumon",NA,NA,NA
"PE17",NA,NA,"Genetta genetta",NA,NA,NA
"NB28",NA,NA,"Vulpes vulpes",NA,NA,NA
"NF30",NA,NA,"Mustela putorius",NA,NA,NA
"PE38",NA,NA,"Felis silvestris",NA,NA,NA
"PE38",NA,NA,"Vulpes vulpes",NA,NA,NA
"PE29",NA,NA,"Genetta genetta",NA,NA,NA
"PD36",NA,NA,"Vulpes vulpes",NA,NA,NA
"PE53",NA,NA,"Lutra lutra",NA,NA,NA
"NC05",NA,NA,"Genetta genetta",NA,NA,NA
"PB07",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG74",NA,NA,"Martes foina",NA,NA,NA
"NE54",NA,NA,"Martes foina",NA,NA,NA
"NE54",NA,NA,"Vulpes vulpes",NA,NA,NA
"NE64",NA,NA,"Genetta genetta",NA,NA,NA
"NF50",NA,NA,"Meles meles",NA,NA,NA
"NE43",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF49",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG20",NA,NA,"Genetta genetta",NA,NA,NA
"PF98",NA,NA,"Vulpes vulpes",NA,NA,NA
"QF19",NA,NA,"Martes foina",NA,NA,NA
"PF58",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF47",NA,NA,"Lutra lutra",NA,NA,NA
"PF37",NA,NA,"Vulpes vulpes",NA,NA,NA
"PF77",NA,NA,"Capreolus capreolus",NA,NA,NA
"NE46",NA,NA,"Sus scrofa",NA,NA,NA
"NE55",NA,NA,"Sus scrofa",NA,NA,NA
"PE17",NA,NA,"Sus scrofa",NA,NA,NA
"NE63",NA,NA,"Cervus elaphus",NA,NA,NA
"PE38",NA,NA,"Sus scrofa",NA,NA,NA
"PE17",NA,NA,"Capreolus capreolus",NA,NA,NA
"PF68",NA,NA,"Capreolus capreolus",NA,NA,NA
"PD69",NA,NA,"Cervus elaphus",NA,NA,NA
"PB17",NA,NA,"Dama dama",NA,NA,NA
"NE63",NA,NA,"Capreolus capreolus",NA,NA,NA
"NF51",NA,NA,"Capreolus capreolus",NA,NA,NA
"NB64",NA,NA,"Cervus elaphus",NA,NA,NA
"PG93",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG84",NA,NA,"Capreolus capreolus",NA,NA,NA
"NE46",NA,NA,"Crocidura russula",NA,NA,NA
"ND57",NA,NA,"Crocidura russula",NA,NA,NA
"NE55",NA,NA,"Crocidura russula",NA,NA,NA
"NE56",NA,NA,"Crocidura russula",NA,NA,NA
"NE45",NA,NA,"Crocidura russula",NA,NA,NA
"NF36",NA,NA,"Crocidura russula",NA,NA,NA
"NE36",NA,NA,"Crocidura russula",NA,NA,NA
"NF36",NA,NA,"Erinaceus europaeus",NA,NA,NA
"NE14",NA,NA,"Crocidura russula",NA,NA,NA
"NE45",NA,NA,"Sorex granarius",NA,NA,NA
"NF27",NA,NA,"Talpa occidentalis",NA,NA,NA
"NF23",NA,NA,"Crocidura russula",NA,NA,NA
"PF63",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"MD95",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NE55",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NE36",NA,NA,"Lepus granatensis",NA,NA,NA
"PE17",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"PF68",NA,NA,"Lepus granatensis",NA,NA,NA
"PC72",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NF18",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NF40",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG23",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NE46",NA,NA,"Arvicola sapidus",NA,NA,NA
"NE46",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE46",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE46",NA,NA,"Mus spretus",NA,NA,NA
"NE46",NA,NA,"Mus musculus",NA,NA,NA
"ND57",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND57",NA,NA,"Mus spretus",NA,NA,NA
"MD71",NA,NA,"Mus musculus",NA,NA,NA
"PE06",NA,NA,"Eliomys quercinus",NA,NA,NA
"MD71",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"MD71",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE55",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE55",NA,NA,"Mus musculus",NA,NA,NA
"NE55",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE56",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE56",NA,NA,"Mus spretus",NA,NA,NA
"NE56",NA,NA,"Mus musculus",NA,NA,NA
"NE45",NA,NA,"Mus spretus",NA,NA,NA
"NE45",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE36",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE36",NA,NA,"Mus spretus",NA,NA,NA
"NE55",NA,NA,"Mus spretus",NA,NA,NA
"NF36",NA,NA,"Mus spretus",NA,NA,NA
"NF36",NA,NA,"Mus musculus",NA,NA,NA
"NF36",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NF36",NA,NA,"Rattus rattus",NA,NA,NA
"NF36",NA,NA,"Rattus norvegicus",NA,NA,NA
"NF36",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE56",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE45",NA,NA,"Mus musculus",NA,NA,NA
"NE45",NA,NA,"Rattus norvegicus",NA,NA,NA
"NE45",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE45",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PE17",NA,NA,"Eliomys quercinus",NA,NA,NA
"NE27",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE17",NA,NA,"Mus musculus",NA,NA,NA
"NE46",NA,NA,"Rattus norvegicus",NA,NA,NA
"PE17",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NF27",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NF27",NA,NA,"Rattus norvegicus",NA,NA,NA
"NF27",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PC32",NA,NA,"Mustela putorius",NA,NA,NA
"PC22",NA,NA,"Mustela putorius",NA,NA,NA
"PC21",NA,NA,"Mustela putorius",NA,NA,NA
"PC42",NA,NA,"Mustela putorius",NA,NA,NA
"PC43",NA,NA,"Mustela putorius",NA,NA,NA
"PC12",NA,NA,"Mustela putorius",NA,NA,NA
"PC02",NA,NA,"Mustela putorius",NA,NA,NA
"PC53",NA,NA,"Mustela putorius",NA,NA,NA
"PC11",NA,NA,"Mustela putorius",NA,NA,NA
"NG91",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG73",NA,NA,"Meles meles",NA,NA,NA
"NG80",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG90",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG53",NA,NA,"Felis silvestris",NA,NA,NA
"PG72",NA,NA,"Meles meles",NA,NA,NA
"PG71",NA,NA,"Meles meles",NA,NA,NA
"PG53",NA,NA,"Genetta genetta",NA,NA,NA
"PG64",NA,NA,"Meles meles",NA,NA,NA
"PG53",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG52",NA,NA,"Genetta genetta",NA,NA,NA
"PG52",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG64",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG73",NA,NA,"Martes martes",NA,NA,NA
"PG52",NA,NA,"Felis silvestris",NA,NA,NA
"PG64",NA,NA,"Genetta genetta",NA,NA,NA
"PG63",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG74",NA,NA,"Meles meles",NA,NA,NA
"NC95",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG53",NA,NA,"Meles meles",NA,NA,NA
"NC95",NA,NA,"Genetta genetta",NA,NA,NA
"PG71",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG74",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG54",NA,NA,"Felis silvestris",NA,NA,NA
"PG02",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG73",NA,NA,"Martes foina",NA,NA,NA
"NG82",NA,NA,"Meles meles",NA,NA,NA
"NG83",NA,NA,"Felis silvestris",NA,NA,NA
"NG90",NA,NA,"Meles meles",NA,NA,NA
"NG83",NA,NA,"Meles meles",NA,NA,NA
"PG03",NA,NA,"Meles meles",NA,NA,NA
"NG91",NA,NA,"Meles meles",NA,NA,NA
"PG72",NA,NA,"Vulpes vulpes",NA,NA,NA
"PG62",NA,NA,"Vulpes vulpes",NA,NA,NA
"NG83",NA,NA,"Neovison vison",NA,NA,NA
"PG53",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NG90",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG83",NA,NA,"Sus scrofa",NA,NA,NA
"NG91",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG93",NA,NA,"Sus scrofa",NA,NA,NA
"NG82",NA,NA,"Sus scrofa",NA,NA,NA
"NG82",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG83",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG73",NA,NA,"Sus scrofa",NA,NA,NA
"PG54",NA,NA,"Cervus elaphus",NA,NA,NA
"PG74",NA,NA,"Sus scrofa",NA,NA,NA
"NG80",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG83",NA,NA,"Cervus elaphus",NA,NA,NA
"NG91",NA,NA,"Sus scrofa",NA,NA,NA
"NG80",NA,NA,"Sus scrofa",NA,NA,NA
"NG80",NA,NA,"Cervus elaphus",NA,NA,NA
"NG90",NA,NA,"Sus scrofa",NA,NA,NA
"NG90",NA,NA,"Cervus elaphus",NA,NA,NA
"PG64",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG54",NA,NA,"Capreolus capreolus",NA,NA,NA
"NG82",NA,NA,"Cervus elaphus",NA,NA,NA
"PG03",NA,NA,"Sus scrofa",NA,NA,NA
"NG93",NA,NA,"Cervus elaphus",NA,NA,NA
"NG91",NA,NA,"Cervus elaphus",NA,NA,NA
"PG03",NA,NA,"Cervus elaphus",NA,NA,NA
"NG92",NA,NA,"Sus scrofa",NA,NA,NA
"NG81",NA,NA,"Sus scrofa",NA,NA,NA
"PG53",NA,NA,"Sus scrofa",NA,NA,NA
"NG82",NA,NA,"Capra pyrenaica",NA,NA,NA
"NG92",NA,NA,"Cervus elaphus",NA,NA,NA
"PG73",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG72",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG71",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG52",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG74",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG53",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG02",NA,NA,"Cervus elaphus",NA,NA,NA
"PG63",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG62",NA,NA,"Capreolus capreolus",NA,NA,NA
"PG61",NA,NA,"Capreolus capreolus",NA,NA,NA
"NC85",NA,NA,"Erinaceus europaeus",NA,NA,NA
"PG63",NA,NA,"Lepus granatensis",NA,NA,NA
"PG64",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"PG62",NA,NA,"Lepus granatensis",NA,NA,NA
"PG61",NA,NA,"Lepus granatensis",NA,NA,NA
"QG04",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"PG73",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"NG83",NA,NA,"Lepus granatensis",NA,NA,NA
"PG03",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"PG64",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PG54",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PG73",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG81",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG82",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG83",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PG03",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NG64",NA,NA,"Martes foina",NA,NA,NA
"NG56",NA,NA,"Martes foina",NA,NA,NA
"NG64",NA,NA,"Felis silvestris",NA,NA,NA
"NC26",NA,NA,"Lynx pardinus",NA,NA,NA
