"utm10","centr_x","centr_y","especie","ordem","recente","confirmado"
"PG82",NA,NA,"Mus musculus",NA,NA,NA
"PG82",NA,NA,"Mus spretus",NA,NA,NA
"NB24",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB24",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB16",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB16",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB19",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB29",NA,NA,"Arvicola sapidus",NA,NA,NA
"NC76",NA,NA,"Microtus cabrerae",NA,NA,NA
"PG63",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF38",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PE34",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NC20",NA,NA,"Arvicola sapidus",NA,NA,NA
"NF97",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF27",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF36",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF19",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE71",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PE23",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF28",NA,NA,"Sciurus vulgaris",NA,NA,NA
"ND99",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PC07",NA,NA,"Microtus cabrerae",NA,NA,NA
"PF69",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF69",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PF69",NA,NA,"Mus musculus",NA,NA,NA
"PF69",NA,NA,"Mus spretus",NA,NA,NA
"PF58",NA,NA,"Sciurus vulgaris",NA,NA,NA
"QG10",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"QG10",NA,NA,"Microtus cabrerae",NA,NA,NA
"QG10",NA,NA,"Microtus lusitanicus",NA,NA,NA
"QG10",NA,NA,"Mus musculus",NA,NA,NA
"QG10",NA,NA,"Mus spretus",NA,NA,NA
"PF87",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF67",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"QF07",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"QF08",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF87",NA,NA,"Arvicola sapidus",NA,NA,NA
"PF87",NA,NA,"Eliomys quercinus",NA,NA,NA
"PF87",NA,NA,"Microtus cabrerae",NA,NA,NA
"PF67",NA,NA,"Microtus cabrerae",NA,NA,NA
"QF07",NA,NA,"Microtus cabrerae",NA,NA,NA
"PF87",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PF67",NA,NA,"Microtus lusitanicus",NA,NA,NA
"QF07",NA,NA,"Microtus lusitanicus",NA,NA,NA
"QF08",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PF87",NA,NA,"Mus musculus",NA,NA,NA
"PF87",NA,NA,"Mus spretus",NA,NA,NA
"PF67",NA,NA,"Mus spretus",NA,NA,NA
"QF07",NA,NA,"Mus spretus",NA,NA,NA
"QF08",NA,NA,"Mus spretus",NA,NA,NA
"PF87",NA,NA,"Rattus rattus",NA,NA,NA
"PF99",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PG90",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF99",NA,NA,"Microtus agrestis",NA,NA,NA
"PF99",NA,NA,"Microtus cabrerae",NA,NA,NA
"PG90",NA,NA,"Microtus cabrerae",NA,NA,NA
"PG83",NA,NA,"Microtus cabrerae",NA,NA,NA
"PF99",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PG90",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PG83",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PF99",NA,NA,"Mus musculus",NA,NA,NA
"PG90",NA,NA,"Mus musculus",NA,NA,NA
"PF99",NA,NA,"Mus spretus",NA,NA,NA
"PG90",NA,NA,"Mus spretus",NA,NA,NA
"PG83",NA,NA,"Mus spretus",NA,NA,NA
"PF79",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PG70",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF79",NA,NA,"Microtus cabrerae",NA,NA,NA
"PF79",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PG70",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PF79",NA,NA,"Mus spretus",NA,NA,NA
"PG70",NA,NA,"Mus spretus",NA,NA,NA
"PF67",NA,NA,"Rattus rattus",NA,NA,NA
"PG93",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PG83",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PG93",NA,NA,"Microtus cabrerae",NA,NA,NA
"PG93",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PG93",NA,NA,"Mus musculus",NA,NA,NA
"PG83",NA,NA,"Mus musculus",NA,NA,NA
"PG93",NA,NA,"Mus spretus",NA,NA,NA
"NG66",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF09",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE31",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NB41",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB41",NA,NA,"Mus musculus",NA,NA,NA
"NB41",NA,NA,"Mus spretus",NA,NA,NA
"NB41",NA,NA,"Rattus rattus",NA,NA,NA
"PD53",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD44",NA,NA,"Arvicola sapidus",NA,NA,NA
"PD53",NA,NA,"Microtus cabrerae",NA,NA,NA
"PD53",NA,NA,"Mus musculus",NA,NA,NA
"PD53",NA,NA,"Mus spretus",NA,NA,NA
"NC13",NA,NA,"Arvicola sapidus",NA,NA,NA
"NC23",NA,NA,"Arvicola sapidus",NA,NA,NA
"NC23",NA,NA,"Microtus cabrerae",NA,NA,NA
"ND00",NA,NA,"Mus spretus",NA,NA,NA
"PD60",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD61",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD60",NA,NA,"Microtus cabrerae",NA,NA,NA
"PD61",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PD61",NA,NA,"Mus musculus",NA,NA,NA
"PD60",NA,NA,"Mus spretus",NA,NA,NA
"PD61",NA,NA,"Mus spretus",NA,NA,NA
"PD61",NA,NA,"Rattus norvegicus",NA,NA,NA
"PF09",NA,NA,"Eliomys quercinus",NA,NA,NA
"MC86",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"MC86",NA,NA,"Arvicola sapidus",NA,NA,NA
"MC86",NA,NA,"Microtus lusitanicus",NA,NA,NA
"MC86",NA,NA,"Mus spretus",NA,NA,NA
"NC97",NA,NA,"Rattus norvegicus",NA,NA,NA
"PD42",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC19",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND10",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND00",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC19",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND00",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND00",NA,NA,"Mus musculus",NA,NA,NA
"NC19",NA,NA,"Mus spretus",NA,NA,NA
"ND10",NA,NA,"Mus spretus",NA,NA,NA
"PD51",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND31",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND31",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND31",NA,NA,"Mus musculus",NA,NA,NA
"ND31",NA,NA,"Mus spretus",NA,NA,NA
"ND10",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND10",NA,NA,"Mus musculus",NA,NA,NA
"MC85",NA,NA,"Microtus lusitanicus",NA,NA,NA
"MC85",NA,NA,"Mus spretus",NA,NA,NA
"NC09",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC09",NA,NA,"Microtus cabrerae",NA,NA,NA
"NC09",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC09",NA,NA,"Mus spretus",NA,NA,NA
"NC97",NA,NA,"Rattus rattus",NA,NA,NA
"NC06",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NA99",NA,NA,"Microtus cabrerae",NA,NA,NA
"NA99",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC06",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NA99",NA,NA,"Mus musculus",NA,NA,NA
"NA99",NA,NA,"Mus spretus",NA,NA,NA
"NC06",NA,NA,"Mus spretus",NA,NA,NA
"NA99",NA,NA,"Rattus rattus",NA,NA,NA
"MD92",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC87",NA,NA,"Rattus rattus",NA,NA,NA
"ND17",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND17",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND17",NA,NA,"Mus musculus",NA,NA,NA
"ND17",NA,NA,"Mus spretus",NA,NA,NA
"ND27",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND27",NA,NA,"Microtus lusitanicus",NA,NA,NA
"QF29",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND27",NA,NA,"Mus spretus",NA,NA,NA
"MC86",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC06",NA,NA,"Microtus cabrerae",NA,NA,NA
"NC06",NA,NA,"Mus musculus",NA,NA,NA
"ND82",NA,NA,"Microtus cabrerae",NA,NA,NA
"ND83",NA,NA,"Arvicola sapidus",NA,NA,NA
"ND83",NA,NA,"Microtus cabrerae",NA,NA,NA
"ND83",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"ND60",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND60",NA,NA,"Arvicola sapidus",NA,NA,NA
"ND60",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND60",NA,NA,"Mus musculus",NA,NA,NA
"ND60",NA,NA,"Mus spretus",NA,NA,NA
"ND31",NA,NA,"Arvicola sapidus",NA,NA,NA
"ND00",NA,NA,"Microtus cabrerae",NA,NA,NA
"ND00",NA,NA,"Rattus norvegicus",NA,NA,NA
"NC09",NA,NA,"Arvicola sapidus",NA,NA,NA
"PC61",NA,NA,"Arvicola sapidus",NA,NA,NA
"MD74",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND67",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"MD74",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND67",NA,NA,"Microtus lusitanicus",NA,NA,NA
"MD74",NA,NA,"Mus musculus",NA,NA,NA
"ND67",NA,NA,"Mus musculus",NA,NA,NA
"MD74",NA,NA,"Mus spretus",NA,NA,NA
"ND67",NA,NA,"Mus spretus",NA,NA,NA
"ND67",NA,NA,"Rattus rattus",NA,NA,NA
"PD17",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD17",NA,NA,"Arvicola sapidus",NA,NA,NA
"PD17",NA,NA,"Microtus cabrerae",NA,NA,NA
"PD17",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"PD17",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PD17",NA,NA,"Mus musculus",NA,NA,NA
"PD17",NA,NA,"Mus spretus",NA,NA,NA
"ND18",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND18",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND18",NA,NA,"Mus spretus",NA,NA,NA
"ND67",NA,NA,"Rattus norvegicus",NA,NA,NA
"ND18",NA,NA,"Rattus rattus",NA,NA,NA
"MD74",NA,NA,"Sciurus vulgaris",NA,NA,NA
"ND67",NA,NA,"Sciurus vulgaris",NA,NA,NA
"ND17",NA,NA,"Sciurus vulgaris",NA,NA,NA
"ND18",NA,NA,"Sciurus vulgaris",NA,NA,NA
"ND26",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND26",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND26",NA,NA,"Mus spretus",NA,NA,NA
"ND26",NA,NA,"Rattus rattus",NA,NA,NA
"ND26",NA,NA,"Sciurus vulgaris",NA,NA,NA
"MD97",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"MD97",NA,NA,"Microtus lusitanicus",NA,NA,NA
"MD97",NA,NA,"Mus spretus",NA,NA,NA
"MD97",NA,NA,"Rattus rattus",NA,NA,NA
"MD97",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF59",NA,NA,"Microtus cabrerae",NA,NA,NA
"MD94",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"MD94",NA,NA,"Microtus cabrerae",NA,NA,NA
"MD94",NA,NA,"Microtus lusitanicus",NA,NA,NA
"MD94",NA,NA,"Mus spretus",NA,NA,NA
"MD94",NA,NA,"Mus musculus",NA,NA,NA
"MD94",NA,NA,"Rattus norvegicus",NA,NA,NA
"PE24",NA,NA,"Arvicola sapidus",NA,NA,NA
"PE24",NA,NA,"Microtus agrestis",NA,NA,NA
"NF94",NA,NA,"Arvicola sapidus",NA,NA,NA
"NE34",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE34",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE34",NA,NA,"Mus spretus",NA,NA,NA
"NE34",NA,NA,"Rattus rattus",NA,NA,NA
"NC23",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NF71",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC23",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NF71",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC23",NA,NA,"Mus spretus",NA,NA,NA
"NF71",NA,NA,"Mus spretus",NA,NA,NA
"NC23",NA,NA,"Rattus rattus",NA,NA,NA
"NF61",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NF71",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NF62",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PB02",NA,NA,"Arvicola sapidus",NA,NA,NA
"PB00",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"PB00",NA,NA,"Mus spretus",NA,NA,NA
"PB00",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NA99",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NA99",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB33",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB33",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NB33",NA,NA,"Mus spretus",NA,NA,NA
"NC70",NA,NA,"Rattus rattus",NA,NA,NA
"NB67",NA,NA,"Rattus rattus",NA,NA,NA
"NB72",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB72",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NB72",NA,NA,"Mus musculus",NA,NA,NA
"NB72",NA,NA,"Mus spretus",NA,NA,NA
"NC78",NA,NA,"Mus spretus",NA,NA,NA
"NC78",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NF20",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NF20",NA,NA,"Microtus cabrerae",NA,NA,NA
"NF20",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NF20",NA,NA,"Mus spretus",NA,NA,NA
"NF20",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE29",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NC87",NA,NA,"Rattus norvegicus",NA,NA,NA
"NC88",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"ND59",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE50",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"ND59",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE50",NA,NA,"Microtus lusitanicus",NA,NA,NA
"ND59",NA,NA,"Mus spretus",NA,NA,NA
"NE50",NA,NA,"Mus spretus",NA,NA,NA
"ND59",NA,NA,"Rattus rattus",NA,NA,NA
"NE50",NA,NA,"Rattus rattus",NA,NA,NA
"NC96",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"QF19",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"QF19",NA,NA,"Microtus cabrerae",NA,NA,NA
"QF19",NA,NA,"Microtus lusitanicus",NA,NA,NA
"QF19",NA,NA,"Mus musculus",NA,NA,NA
"QF19",NA,NA,"Mus spretus",NA,NA,NA
"PF69",NA,NA,"Microtus cabrerae",NA,NA,NA
"QF19",NA,NA,"Rattus rattus",NA,NA,NA
"NC76",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC77",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC76",NA,NA,"Mus musculus",NA,NA,NA
"NC77",NA,NA,"Mus musculus",NA,NA,NA
"NC76",NA,NA,"Mus spretus",NA,NA,NA
"NC77",NA,NA,"Mus spretus",NA,NA,NA
"NC65",NA,NA,"Microtus cabrerae",NA,NA,NA
"NC65",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC56",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC65",NA,NA,"Mus musculus",NA,NA,NA
"NC65",NA,NA,"Mus spretus",NA,NA,NA
"NC56",NA,NA,"Mus spretus",NA,NA,NA
"NC56",NA,NA,"Microtus cabrerae",NA,NA,NA
"NC56",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC66",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC56",NA,NA,"Mus musculus",NA,NA,NA
"PB06",NA,NA,"Arvicola sapidus",NA,NA,NA
"PB06",NA,NA,"Mus musculus",NA,NA,NA
"PB06",NA,NA,"Mus spretus",NA,NA,NA
"PB15",NA,NA,"Arvicola sapidus",NA,NA,NA
"PC52",NA,NA,"Arvicola sapidus",NA,NA,NA
"PC42",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PC42",NA,NA,"Microtus cabrerae",NA,NA,NA
"PC42",NA,NA,"Mus musculus",NA,NA,NA
"PC42",NA,NA,"Mus spretus",NA,NA,NA
"PB14",NA,NA,"Arvicola sapidus",NA,NA,NA
"NC76",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC77",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC46",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC46",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC46",NA,NA,"Mus musculus",NA,NA,NA
"NC46",NA,NA,"Mus spretus",NA,NA,NA
"NB82",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB73",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB73",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB71",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NB27",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB12",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB12",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB27",NA,NA,"Mus musculus",NA,NA,NA
"NB12",NA,NA,"Mus spretus",NA,NA,NA
"NB27",NA,NA,"Rattus rattus",NA,NA,NA
"NB00",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB25",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB36",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB00",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB00",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB36",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB00",NA,NA,"Mus musculus",NA,NA,NA
"NB25",NA,NA,"Mus musculus",NA,NA,NA
"NB36",NA,NA,"Mus musculus",NA,NA,NA
"NB00",NA,NA,"Mus spretus",NA,NA,NA
"NB25",NA,NA,"Mus spretus",NA,NA,NA
"NB36",NA,NA,"Mus spretus",NA,NA,NA
"NB25",NA,NA,"Rattus rattus",NA,NA,NA
"NB36",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB36",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NB22",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB22",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB22",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB33",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB33",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NB22",NA,NA,"Mus spretus",NA,NA,NA
"NB22",NA,NA,"Rattus rattus",NA,NA,NA
"NB34",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB34",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB34",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB34",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NB34",NA,NA,"Mus musculus",NA,NA,NA
"NB34",NA,NA,"Mus spretus",NA,NA,NA
"NB33",NA,NA,"Mus musculus",NA,NA,NA
"NB41",NA,NA,"Arvicola sapidus",NA,NA,NA
"NB31",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB31",NA,NA,"Mus musculus",NA,NA,NA
"NB31",NA,NA,"Mus spretus",NA,NA,NA
"NB31",NA,NA,"Rattus rattus",NA,NA,NA
"NB87",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NB87",NA,NA,"Eliomys quercinus",NA,NA,NA
"NB87",NA,NA,"Microtus cabrerae",NA,NA,NA
"NB87",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NB87",NA,NA,"Mus musculus",NA,NA,NA
"NB87",NA,NA,"Mus spretus",NA,NA,NA
"NC83",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC83",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC83",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC83",NA,NA,"Mus musculus",NA,NA,NA
"NC83",NA,NA,"Mus spretus",NA,NA,NA
"PD43",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD44",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD26",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PD44",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PD43",NA,NA,"Mus musculus",NA,NA,NA
"PD44",NA,NA,"Mus musculus",NA,NA,NA
"PD26",NA,NA,"Mus musculus",NA,NA,NA
"PD43",NA,NA,"Mus spretus",NA,NA,NA
"PD44",NA,NA,"Mus spretus",NA,NA,NA
"PD26",NA,NA,"Mus spretus",NA,NA,NA
"NC34",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC35",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC26",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NC34",NA,NA,"Arvicola sapidus",NA,NA,NA
"NC35",NA,NA,"Arvicola sapidus",NA,NA,NA
"NC34",NA,NA,"Microtus cabrerae",NA,NA,NA
"NC26",NA,NA,"Microtus cabrerae",NA,NA,NA
"NC34",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC26",NA,NA,"Microtus duodecimcostatus",NA,NA,NA
"NC34",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC35",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC26",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NC34",NA,NA,"Mus spretus",NA,NA,NA
"NC35",NA,NA,"Mus spretus",NA,NA,NA
"NC26",NA,NA,"Mus spretus",NA,NA,NA
"NC35",NA,NA,"Rattus rattus",NA,NA,NA
"PC46",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PC46",NA,NA,"Mus musculus",NA,NA,NA
"PC46",NA,NA,"Mus spretus",NA,NA,NA
"PD61",NA,NA,"Microtus cabrerae",NA,NA,NA
"NE28",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE10",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE15",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF08",NA,NA,"Arvicola sapidus",NA,NA,NA
"NE15",NA,NA,"Microtus agrestis",NA,NA,NA
"NE15",NA,NA,"Microtus cabrerae",NA,NA,NA
"NE15",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE15",NA,NA,"Mus spretus",NA,NA,NA
"NE15",NA,NA,"Rattus rattus",NA,NA,NA
"NE22",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE22",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE22",NA,NA,"Mus spretus",NA,NA,NA
"NE22",NA,NA,"Rattus rattus",NA,NA,NA
"NE22",NA,NA,"Sciurus vulgaris",NA,NA,NA
"ND59",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF12",NA,NA,"Arvicola sapidus",NA,NA,NA
"PF12",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE96",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"NE96",NA,NA,"Microtus agrestis",NA,NA,NA
"NE96",NA,NA,"Microtus lusitanicus",NA,NA,NA
"NE96",NA,NA,"Mus spretus",NA,NA,NA
"NF32",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NF33",NA,NA,"Sciurus vulgaris",NA,NA,NA
"NE63",NA,NA,"Sciurus vulgaris",NA,NA,NA
"PF59",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PF59",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PF59",NA,NA,"Mus spretus",NA,NA,NA
"PG64",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PG64",NA,NA,"Apodemus sylvaticus",NA,NA,NA
"PG64",NA,NA,"Arvicola sapidus",NA,NA,NA
"PG64",NA,NA,"Microtus agrestis",NA,NA,NA
"PG80",NA,NA,"Microtus lusitanicus",NA,NA,NA
"PG64",NA,NA,"Mus spretus",NA,NA,NA
"PG83",NA,NA,"Sciurus vulgaris",NA,NA,NA
"QF07",NA,NA,"Lutra lutra",NA,NA,NA
"PF86",NA,NA,"Canis lupus",NA,NA,NA
"QG11",NA,NA,"Canis lupus",NA,NA,NA
"NF36",NA,NA,"Genetta genetta",NA,NA,NA
"QG11",NA,NA,"Meles meles",NA,NA,NA
"QG11",NA,NA,"Vulpes vulpes",NA,NA,NA
"QF17",NA,NA,"Meles meles",NA,NA,NA
"QF07",NA,NA,"Meles meles",NA,NA,NA
"QF17",NA,NA,"Vulpes vulpes",NA,NA,NA
"QF07",NA,NA,"Vulpes vulpes",NA,NA,NA
"QF07",NA,NA,"Genetta genetta",NA,NA,NA
"QF07",NA,NA,"Martes foina",NA,NA,NA
"QF17",NA,NA,"Martes foina",NA,NA,NA
"QG10",NA,NA,"Meles meles",NA,NA,NA
"QF28",NA,NA,"Capreolus capreolus",NA,NA,NA
"QF07",NA,NA,"Capreolus capreolus",NA,NA,NA
"QF08",NA,NA,"Capreolus capreolus",NA,NA,NA
"QG11",NA,NA,"Sus scrofa",NA,NA,NA
"PF43",NA,NA,"Capreolus capreolus",NA,NA,NA
"QF17",NA,NA,"Capreolus capreolus",NA,NA,NA
"QF17",NA,NA,"Sus scrofa",NA,NA,NA
"QF07",NA,NA,"Sus scrofa",NA,NA,NA
"QG11",NA,NA,"Cervus elaphus",NA,NA,NA
"QG00",NA,NA,"Sus scrofa",NA,NA,NA
"QG11",NA,NA,"Oryctolagus cuniculus",NA,NA,NA
"QF17",NA,NA,"Rattus rattus",NA,NA,NA
"NE14",NA,NA,"Herpestes ichneumon",NA,NA,NA
"PD28",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NE75",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NE85",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NE54",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NE44",NA,NA,"Herpestes ichneumon",NA,NA,NA
"PE43",NA,NA,"Herpestes ichneumon",NA,NA,NA
"NC88",NA,NA,"Herpestes ichneumon",NA,NA,NA
"ND37",NA,NA,"Herpestes ichneumon",NA,NA,NA
"PD36",NA,NA,"Herpestes ichneumon",NA,NA,NA
